ProteinId	SampleName	Intensity	techRep	bioRep	Replicate	Imputed	log2NInt	log2NIntNorm	nRLE	z_norm	RunId	Condition
Q9H444	LFQ.intensity.2_hu_P1	30695000	1	1	1	0	24.8715003340518	24.8715003340518	-0.280435542536438	-0.578941405205372	Parental_SKBR3.1	Parental_SKBR3
Q9H444	LFQ.intensity.4_hu_P2	28663000	1	2	2	0	24.7726862807417	24.7726862807417	-0.379249595846545	-0.782936756008521	Parental_SKBR3.2	Parental_SKBR3
Q9H444	LFQ.intensity.6_hu_P3	25528000	1	3	3	0	24.6055771779414	24.6055771779414	-0.546358698646827	-1.12792290834416	Parental_SKBR3.3	Parental_SKBR3
Q9H4A3	LFQ.intensity.2_hu_P1	2904700	1	1	1	0	21.4699577378208	21.4699577378208	0.258470882192093	0.312809626491323	Parental_SKBR3.1	Parental_SKBR3
Q9H4A3	LFQ.intensity.4_hu_P2	4755900	1	2	2	0	22.1812869498786	22.1812869498786	0.969800094249859	1.17368270917299	Parental_SKBR3.2	Parental_SKBR3
Q9H4A3	LFQ.intensity.6_hu_P3	4592800	1	3	3	0	22.130942530046	22.130942530046	0.9194556744173	1.11275430195673	Parental_SKBR3.3	Parental_SKBR3
Q9H4A4	LFQ.intensity.2_hu_P1	35465000	1	1	1	0	25.0798926118043	25.0798926118043	2.0857018169282	0.845582675635441	Parental_SKBR3.1	Parental_SKBR3
Q9H4A4	LFQ.intensity.4_hu_P2	47089000	1	2	2	0	25.4888867495511	25.4888867495511	2.49469595467499	1.01139657794315	Parental_SKBR3.2	Parental_SKBR3
Q9H4A4	LFQ.intensity.6_hu_P3	36117000	1	3	3	0	25.1061747268844	25.1061747268844	2.11198393200834	0.856237938535653	Parental_SKBR3.3	Parental_SKBR3
Q9H4A6	LFQ.intensity.2_hu_P1	16635000	1	1	1	0	23.9877185304323	23.9877185304323	0.205123584537667	0.621383388469614	Parental_SKBR3.1	Parental_SKBR3
Q9H4A6	LFQ.intensity.4_hu_P2	20418000	1	2	2	0	24.2833382213483	24.2833382213483	0.500743275453605	1.51690774103842	Parental_SKBR3.2	Parental_SKBR3
Q9H4A6	LFQ.intensity.6_hu_P3	10958000	1	3	3	0	23.3854811729681	23.3854811729681	-0.397113772926581	-1.20298161903347	Parental_SKBR3.3	Parental_SKBR3
Q9H4G0	LFQ.intensity.2_hu_P1	11026000	1	1	1	0	23.3944061707532	23.3944061707532	0.387081361892857	0.419619554203823	Parental_SKBR3.1	Parental_SKBR3
Q9H4G0	LFQ.intensity.4_hu_P2	10694000	1	2	2	0	23.3502982460607	23.3502982460607	0.342973437200364	0.37180390220288	Parental_SKBR3.2	Parental_SKBR3
Q9H4G0	LFQ.intensity.6_hu_P3	14108000	1	3	3	0	23.7500101450883	23.7500101450883	0.742685336227996	0.80511572083383	Parental_SKBR3.3	Parental_SKBR3
Q9H4G4	LFQ.intensity.2_hu_P1	0	1	1	1	1	0	20.1535008158185	-0.63007682256514	-1.29474524189791	Parental_SKBR3.1	Parental_SKBR3
Q9H4G4	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	20.8726174239174	0.0890397855337604	0.182967908881505	Parental_SKBR3.2	Parental_SKBR3
Q9H4G4	LFQ.intensity.6_hu_P3	0	1	3	3	1	0	21.073333460749	0.28975582236535	0.595419413766752	Parental_SKBR3.3	Parental_SKBR3
Q9H4M9	LFQ.intensity.2_hu_P1	28789000	1	1	1	0	24.7790143412651	24.7790143412651	-0.625357558530858	-0.728797920628491	Parental_SKBR3.1	Parental_SKBR3
Q9H4M9	LFQ.intensity.4_hu_P2	27408000	1	2	2	0	24.7080937207461	24.7080937207461	-0.696278179049898	-0.811449517397203	Parental_SKBR3.2	Parental_SKBR3
Q9H4M9	LFQ.intensity.6_hu_P3	22556000	1	3	3	0	24.4270079122755	24.4270079122755	-0.977363987520526	-1.13902971521689	Parental_SKBR3.3	Parental_SKBR3
Q9H501	LFQ.intensity.2_hu_P1	6864600	1	1	1	0	22.7107442263565	22.7107442263565	0.782113819368256	0.670118423895376	Parental_SKBR3.1	Parental_SKBR3
Q9H501	LFQ.intensity.4_hu_P2	7071500	1	2	2	0	22.7535848399498	22.7535848399498	0.82495443296148	0.706824442570499	Parental_SKBR3.2	Parental_SKBR3
Q9H501	LFQ.intensity.6_hu_P3	10559000	1	3	3	0	23.3319698735902	23.3319698735902	1.40333946660195	1.20238718235292	Parental_SKBR3.3	Parental_SKBR3
Q9H6F5	LFQ.intensity.2_hu_P1	0	1	1	1	1	0	21.0215935156007	0.0537418293229663	0.106600512047385	Parental_SKBR3.1	Parental_SKBR3
Q9H6F5	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	21.2258185302442	0.257966843966379	0.511694484622097	Parental_SKBR3.2	Parental_SKBR3
Q9H6F5	LFQ.intensity.6_hu_P3	0	1	3	3	1	0	21.7168786572624	0.749026970984577	1.4857450825578	Parental_SKBR3.3	Parental_SKBR3
Q9H6R4	LFQ.intensity.2_hu_P1	0	1	1	1	1	0	21.7715565337361	0.653566154011511	1.06971331528948	Parental_SKBR3.1	Parental_SKBR3
Q9H6R4	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	21.5392531347224	0.421262754997834	0.689494667817172	Parental_SKBR3.2	Parental_SKBR3
Q9H6R4	LFQ.intensity.6_hu_P3	0	1	3	3	1	0	21.5122354542079	0.394245074483337	0.645273937570964	Parental_SKBR3.3	Parental_SKBR3
Q9H6S3	LFQ.intensity.2_hu_P1	13730000	1	1	1	0	23.7108282896966	23.7108282896966	1.25789964745739	0.813437767712383	Parental_SKBR3.1	Parental_SKBR3
Q9H6S3	LFQ.intensity.4_hu_P2	17171000	1	2	2	0	24.0334707252773	24.0334707252773	1.58054208303813	1.02207884897716	Parental_SKBR3.2	Parental_SKBR3
Q9H6S3	LFQ.intensity.6_hu_P3	14952000	1	3	3	0	23.8338351384072	23.8338351384072	1.38090649616808	0.892981804973871	Parental_SKBR3.3	Parental_SKBR3
Q9H6Y2	LFQ.intensity.2_hu_P1	6806700	1	1	1	0	22.6985240947967	22.6985240947967	1.0995045251938	1.28079046101817	Parental_SKBR3.1	Parental_SKBR3
Q9H6Y2	LFQ.intensity.4_hu_P2	6569700	1	2	2	0	22.6473960618818	22.6473960618818	1.04837649227888	1.22123245525507	Parental_SKBR3.2	Parental_SKBR3
Q9H6Y2	LFQ.intensity.6_hu_P3	0	1	3	3	1	0	20.6884308225986	-0.910588747004326	-1.06072631294361	Parental_SKBR3.3	Parental_SKBR3
Q9H6Z4	LFQ.intensity.2_hu_P1	0	1	1	1	1	0	20.6551799101004	-1.19753872732999	-0.84879530772096	Parental_SKBR3.1	Parental_SKBR3
Q9H6Z4	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	20.9503755364237	-0.902343101006693	-0.639565612877094	Parental_SKBR3.2	Parental_SKBR3
Q9H6Z4	LFQ.intensity.6_hu_P3	0	1	3	3	1	0	20.1636968025802	-1.68902183485016	-1.1971502677458	Parental_SKBR3.3	Parental_SKBR3
Q9H773	LFQ.intensity.2_hu_P1	11052000	1	1	1	0	23.3978041314746	23.3978041314746	0.906676621436571	0.718764311936923	Parental_SKBR3.1	Parental_SKBR3
Q9H773	LFQ.intensity.4_hu_P2	11384000	1	2	2	0	23.4405042311886	23.4405042311886	0.949376721150561	0.752614647398243	Parental_SKBR3.2	Parental_SKBR3
Q9H773	LFQ.intensity.6_hu_P3	12201000	1	3	3	0	23.5404960608454	23.5404960608454	1.04936855080737	0.831882775574654	Parental_SKBR3.3	Parental_SKBR3
Q9H7N4	LFQ.intensity.2_hu_P1	2758500	1	1	1	0	21.3954525497952	21.3954525497952	0.467110169234669	0.539171833377333	Parental_SKBR3.1	Parental_SKBR3
Q9H7N4	LFQ.intensity.4_hu_P2	2939900	1	2	2	0	21.4873356522914	21.4873356522914	0.558993271730845	0.645229855857191	Parental_SKBR3.2	Parental_SKBR3
Q9H7N4	LFQ.intensity.6_hu_P3	2924800	1	3	3	0	21.4799065448328	21.4799065448328	0.551564164272282	0.636654650792926	Parental_SKBR3.3	Parental_SKBR3
Q9H7Z7	LFQ.intensity.2_hu_P1	13159000	1	1	1	0	23.6495465218366	23.6495465218366	1.22337603716014	0.883514077529163	Parental_SKBR3.1	Parental_SKBR3
Q9H7Z7	LFQ.intensity.4_hu_P2	11850000	1	2	2	0	23.4983837233351	23.4983837233351	1.07221323865864	0.774345304872148	Parental_SKBR3.2	Parental_SKBR3
Q9H7Z7	LFQ.intensity.6_hu_P3	14838000	1	3	3	0	23.8227933097732	23.8227933097732	1.39662282509675	1.00863176120068	Parental_SKBR3.3	Parental_SKBR3
Q9H8H3	LFQ.intensity.2_hu_P1	33808000	1	1	1	0	25.010861336597	25.010861336597	2.13138222821788	0.983932027946444	Parental_SKBR3.1	Parental_SKBR3
Q9H8H3	LFQ.intensity.4_hu_P2	32016000	1	2	2	0	24.9322897365678	24.9322897365678	2.05281062818868	0.947660207372821	Parental_SKBR3.2	Parental_SKBR3
Q9H8H3	LFQ.intensity.6_hu_P3	25408000	1	3	3	0	24.5987794818051	24.5987794818051	1.7193003734259	0.793698418180247	Parental_SKBR3.3	Parental_SKBR3
Q9H8Y8	LFQ.intensity.2_hu_P1	10358000	1	1	1	0	23.3042421277929	23.3042421277929	-0.560604484655109	-1.31390786618002	Parental_SKBR3.1	Parental_SKBR3
Q9H8Y8	LFQ.intensity.4_hu_P2	13531000	1	2	2	0	23.6897651289309	23.6897651289309	-0.175081483517118	-0.410344449094327	Parental_SKBR3.2	Parental_SKBR3
Q9H8Y8	LFQ.intensity.6_hu_P3	17011000	1	3	3	0	24.0199646172431	24.0199646172431	0.155118004795085	0.363555362586512	Parental_SKBR3.3	Parental_SKBR3
Q9H910	LFQ.intensity.2_hu_P1	10587000	1	1	1	0	23.335790500163	23.335790500163	1.2219315662985	0.731581144335083	Parental_SKBR3.1	Parental_SKBR3
Q9H910	LFQ.intensity.4_hu_P2	13357000	1	2	2	0	23.6710926771782	23.6710926771782	1.55723374331374	0.932329498109038	Parental_SKBR3.2	Parental_SKBR3
Q9H910	LFQ.intensity.6_hu_P3	15436000	1	3	3	0	23.8797956132033	23.8797956132033	1.76593667933887	1.05728177610434	Parental_SKBR3.3	Parental_SKBR3
Q9H936	LFQ.intensity.2_hu_P1	0	1	1	1	1	0	21.2732818680305	0.406531266081142	0.732616925341624	Parental_SKBR3.1	Parental_SKBR3
Q9H936	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	20.8432829073518	-0.0234676945975387	-0.0422915325225525	Parental_SKBR3.2	Parental_SKBR3
Q9H936	LFQ.intensity.6_hu_P3	0	1	3	3	1	0	21.662649320274	0.795898718324629	1.43430264914962	Parental_SKBR3.3	Parental_SKBR3
Q9H9B4	LFQ.intensity.2_hu_P1	16917000	1	1	1	0	24.0119704129966	24.0119704129966	1.5221584706018	0.936190984115718	Parental_SKBR3.1	Parental_SKBR3
Q9H9B4	LFQ.intensity.4_hu_P2	17955000	1	2	2	0	24.0978823172141	24.0978823172141	1.60807037481929	0.989030390596721	Parental_SKBR3.2	Parental_SKBR3
Q9H9B4	LFQ.intensity.6_hu_P3	14438000	1	3	3	0	23.7833675733397	23.7833675733397	1.29355563094488	0.795590697375903	Parental_SKBR3.3	Parental_SKBR3
Q9H9J2	LFQ.intensity.2_hu_P1	3409600	1	1	1	0	21.7011710675574	21.7011710675574	0.340351257595284	0.445836246978174	Parental_SKBR3.1	Parental_SKBR3
Q9H9J2	LFQ.intensity.4_hu_P2	4450100	1	2	2	0	22.0854063251522	22.0854063251522	0.724586515190079	0.949157452291474	Parental_SKBR3.2	Parental_SKBR3
Q9H9J2	LFQ.intensity.6_hu_P3	4883500	1	3	3	0	22.2194840660363	22.2194840660363	0.858664256074125	1.12478987751417	Parental_SKBR3.3	Parental_SKBR3
Q9HAB8	LFQ.intensity.2_hu_P1	0	1	1	1	1	0	19.8103471354248	-1.19037207792512	-1.88038960623152	Parental_SKBR3.1	Parental_SKBR3
Q9HAB8	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	21.623892190722	0.62317297737204	0.984404801881157	Parental_SKBR3.2	Parental_SKBR3
Q9HAB8	LFQ.intensity.6_hu_P3	0	1	3	3	1	0	21.0986471580308	0.0979279446808654	0.154693387683022	Parental_SKBR3.3	Parental_SKBR3
Q9HAV0	LFQ.intensity.2_hu_P1	2827100	1	1	1	0	21.4308914843123	21.4308914843123	0.222951926512685	0.653090156326807	Parental_SKBR3.1	Parental_SKBR3
Q9HAV0	LFQ.intensity.4_hu_P2	2692900	1	2	2	0	21.3607292261289	21.3607292261289	0.152789668329294	0.447564772976395	Parental_SKBR3.2	Parental_SKBR3
Q9HAV0	LFQ.intensity.6_hu_P3	2843800	1	3	3	0	21.4393885753665	21.4393885753665	0.231449017566881	0.67798057378903	Parental_SKBR3.3	Parental_SKBR3
Q9HAV4	LFQ.intensity.2_hu_P1	7324900	1	1	1	0	22.8043776332292	22.8043776332292	0.885610049607916	0.673774837746885	Parental_SKBR3.1	Parental_SKBR3
Q9HAV4	LFQ.intensity.4_hu_P2	9857900	1	2	2	0	23.232848915495	23.232848915495	1.31408133187377	0.99975710140309	Parental_SKBR3.2	Parental_SKBR3
Q9HAV4	LFQ.intensity.6_hu_P3	10078000	1	3	3	0	23.2647060256318	23.2647060256318	1.34593844201057	1.02399408835126	Parental_SKBR3.3	Parental_SKBR3
Q9HAV7	LFQ.intensity.2_hu_P1	15875000	1	1	1	0	23.9202532560963	23.9202532560963	1.67610753502282	1.11898398306539	Parental_SKBR3.1	Parental_SKBR3
Q9HAV7	LFQ.intensity.4_hu_P2	13264000	1	2	2	0	23.6610125761578	23.6610125761578	1.41686685508431	0.945912648112995	Parental_SKBR3.2	Parental_SKBR3
Q9HAV7	LFQ.intensity.6_hu_P3	9096600	1	3	3	0	23.1168959849963	23.1168959849963	0.872750263922807	0.582655674614827	Parental_SKBR3.3	Parental_SKBR3
Q9HB71	LFQ.intensity.2_hu_P1	29783000	1	1	1	0	24.8279857461079	24.8279857461079	0.0653101209472773	0.194982133373011	Parental_SKBR3.1	Parental_SKBR3
Q9HB71	LFQ.intensity.4_hu_P2	39558000	1	2	2	0	25.2374661514051	25.2374661514051	0.474790526244515	1.41747815452958	Parental_SKBR3.2	Parental_SKBR3
Q9HB71	LFQ.intensity.6_hu_P3	31264000	1	3	3	0	24.8979990366305	24.8979990366305	0.135323411469898	0.404005490741852	Parental_SKBR3.3	Parental_SKBR3
Q9HCC0	LFQ.intensity.2_hu_P1	22908000	1	1	1	0	24.4493481727872	24.4493481727872	1.83466418136835	0.858816119169434	Parental_SKBR3.1	Parental_SKBR3
Q9HCC0	LFQ.intensity.4_hu_P2	26023000	1	2	2	0	24.63328395354	24.63328395354	2.01859996212115	0.944917442238106	Parental_SKBR3.2	Parental_SKBR3
Q9HCC0	LFQ.intensity.6_hu_P3	23552000	1	3	3	0	24.4893462407191	24.4893462407191	1.87466224930027	0.877539428767131	Parental_SKBR3.3	Parental_SKBR3
Q9HCY8	LFQ.intensity.2_hu_P1	32317000	1	1	1	0	24.945789942561	24.945789942561	2.06317353962509	0.828725915421813	Parental_SKBR3.1	Parental_SKBR3
Q9HCY8	LFQ.intensity.4_hu_P2	37653000	1	2	2	0	25.1662614803092	25.1662614803092	2.28364507737334	0.917283893427903	Parental_SKBR3.2	Parental_SKBR3
Q9HCY8	LFQ.intensity.6_hu_P3	39508000	1	3	3	0	25.235641479317	25.235641479317	2.35302507638107	0.945152127527154	Parental_SKBR3.3	Parental_SKBR3
Q9HDC9	LFQ.intensity.2_hu_P1	0	1	1	1	1	0	21.071769410702	0.252066693735156	0.561406905176376	Parental_SKBR3.1	Parental_SKBR3
Q9HDC9	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	21.3856422147613	0.565939497794393	1.26046935144732	Parental_SKBR3.2	Parental_SKBR3
Q9HDC9	LFQ.intensity.6_hu_P3	0	1	3	3	1	0	20.1961150194764	-0.623587697490464	-1.38886432858923	Parental_SKBR3.3	Parental_SKBR3
Q9NP72	LFQ.intensity.2_hu_P1	6795600	1	1	1	0	22.6961695049835	22.6961695049835	-0.0099587923404556	-0.0233762282448816	Parental_SKBR3.1	Parental_SKBR3
Q9NP72	LFQ.intensity.4_hu_P2	6744900	1	2	2	0	22.6853656232355	22.6853656232355	-0.0207626740884024	-0.0487361310359826	Parental_SKBR3.2	Parental_SKBR3
Q9NP72	LFQ.intensity.6_hu_P3	12028000	1	3	3	0	23.5198934372361	23.5198934372361	0.813765139912171	1.91014723452349	Parental_SKBR3.3	Parental_SKBR3
Q9NP77	LFQ.intensity.2_hu_P1	0	1	1	1	1	0	21.0764758965246	0.316563373413256	0.500826463679146	Parental_SKBR3.1	Parental_SKBR3
Q9NP77	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	21.0732935946439	0.3133810715326	0.495791828812629	Parental_SKBR3.2	Parental_SKBR3
Q9NP77	LFQ.intensity.6_hu_P3	0	1	3	3	1	0	21.4420694219284	0.682156898817052	1.07922222215797	Parental_SKBR3.3	Parental_SKBR3
Q9NP79	LFQ.intensity.2_hu_P1	6995700	1	1	1	0	22.7380369921183	22.7380369921183	1.11798938912348	0.833485805195135	Parental_SKBR3.1	Parental_SKBR3
Q9NP79	LFQ.intensity.4_hu_P2	6804300	1	2	2	0	22.6980153198156	22.6980153198156	1.07796771682081	0.803648763726786	Parental_SKBR3.2	Parental_SKBR3
Q9NP79	LFQ.intensity.6_hu_P3	7506900	1	3	3	0	22.839785834196	22.839785834196	1.21973823120117	0.909341816345012	Parental_SKBR3.3	Parental_SKBR3
Q9NP81	LFQ.intensity.2_hu_P1	4806300	1	1	1	0	22.1964952708516	22.1964952708516	0.541613613542083	1.02634652675988	Parental_SKBR3.1	Parental_SKBR3
Q9NP81	LFQ.intensity.4_hu_P2	4507700	1	2	2	0	22.1039600726528	22.1039600726528	0.449078415343323	0.850994251817561	Parental_SKBR3.2	Parental_SKBR3
Q9NP81	LFQ.intensity.6_hu_P3	4148400	1	3	3	0	21.9841235787583	21.9841235787583	0.329241921448805	0.623906589667866	Parental_SKBR3.3	Parental_SKBR3
Q9NP92	LFQ.intensity.2_hu_P1	2713800	1	1	1	0	21.3718829711273	21.3718829711273	0.0944342632905375	0.206454871085824	Parental_SKBR3.1	Parental_SKBR3
Q9NP92	LFQ.intensity.4_hu_P2	4293000	1	2	2	0	22.0335547421099	22.0335547421099	0.756106034273156	1.65302050753352	Parental_SKBR3.2	Parental_SKBR3
Q9NP92	LFQ.intensity.6_hu_P3	2337700	1	3	3	0	21.1566583681918	21.1566583681918	-0.120790339644941	-0.264075274491055	Parental_SKBR3.3	Parental_SKBR3
Q9NPD3	LFQ.intensity.2_hu_P1	5971400	1	1	1	0	22.5096377815965	22.5096377815965	-0.300906361998567	-1.24716571200005	Parental_SKBR3.1	Parental_SKBR3
Q9NPD3	LFQ.intensity.4_hu_P2	6959900	1	2	2	0	22.7306351468722	22.7306351468722	-0.0799089967228177	-0.331198583277202	Parental_SKBR3.2	Parental_SKBR3
Q9NPD3	LFQ.intensity.6_hu_P3	8033900	1	3	3	0	22.9376690732266	22.9376690732266	0.127124929631542	0.526894321289334	Parental_SKBR3.3	Parental_SKBR3
Q9NPD8	LFQ.intensity.2_hu_P1	0	1	1	1	1	0	20.3094511570487	-0.337468111336261	-0.767037968029446	Parental_SKBR3.1	Parental_SKBR3
Q9NPD8	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	20.0321500048374	-0.614769263547562	-1.39732126052235	Parental_SKBR3.2	Parental_SKBR3
Q9NPD8	LFQ.intensity.6_hu_P3	0	1	3	3	1	0	20.6200386297451	-0.026880638639863	-0.0610975370680569	Parental_SKBR3.3	Parental_SKBR3
Q9NPJ3	LFQ.intensity.2_hu_P1	12282000	1	1	1	0	23.5500421724067	23.5500421724067	1.52096441108043	0.871639388611569	Parental_SKBR3.1	Parental_SKBR3
Q9NPJ3	LFQ.intensity.4_hu_P2	13643000	1	2	2	0	23.7016575819776	23.7016575819776	1.67257982065136	0.958527656305234	Parental_SKBR3.2	Parental_SKBR3
Q9NPJ3	LFQ.intensity.6_hu_P3	12710000	1	3	3	0	23.5994606945544	23.5994606945544	1.57038293322819	0.899960321118041	Parental_SKBR3.3	Parental_SKBR3
Q9NQ29	LFQ.intensity.2_hu_P1	0	1	1	1	1	0	20.6806364325557	-1.32506050844885	-0.904730532552473	Parental_SKBR3.1	Parental_SKBR3
Q9NQ29	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	20.9594081414107	-1.04628879959392	-0.714389582079102	Parental_SKBR3.2	Parental_SKBR3
Q9NQ29	LFQ.intensity.6_hu_P3	7045100	1	3	3	0	22.7481887539968	22.7481887539968	0.74249181299222	0.506961764463628	Parental_SKBR3.3	Parental_SKBR3
Q9NQ55	LFQ.intensity.2_hu_P1	10074000	1	1	1	0	23.2641333003203	23.2641333003203	1.00477961745096	0.846013896873769	Parental_SKBR3.1	Parental_SKBR3
Q9NQ55	LFQ.intensity.4_hu_P2	10960000	1	2	2	0	23.38574446251	23.38574446251	1.12639077964067	0.948409219629685	Parental_SKBR3.2	Parental_SKBR3
Q9NQ55	LFQ.intensity.6_hu_P3	10021000	1	3	3	0	23.2565231471014	23.2565231471014	0.997169464232126	0.839606227700693	Parental_SKBR3.3	Parental_SKBR3
Q9NQC3	LFQ.intensity.2_hu_P1	23564000	1	1	1	0	24.4900811223247	24.4900811223247	2.67665789884056	1.38646809399644	Parental_SKBR3.1	Parental_SKBR3
Q9NQC3	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	20.5101001080609	-1.30332311542326	-0.675101557238648	Parental_SKBR3.2	Parental_SKBR3
Q9NQC3	LFQ.intensity.6_hu_P3	17184000	1	3	3	0	24.0345625626475	24.0345625626475	2.22113933916335	1.1505164060765	Parental_SKBR3.3	Parental_SKBR3
Q9NQG5	LFQ.intensity.2_hu_P1	29070000	1	1	1	0	24.7930277356857	24.7930277356857	1.72412957412389	1.02498578838396	Parental_SKBR3.1	Parental_SKBR3
Q9NQG5	LFQ.intensity.4_hu_P2	22550000	1	2	2	0	24.4266240976922	24.4266240976922	1.3577259361304	0.807160789966221	Parental_SKBR3.2	Parental_SKBR3
Q9NQG5	LFQ.intensity.6_hu_P3	24706000	1	3	3	0	24.5583581157	24.5583581157	1.48945995413819	0.885475957417202	Parental_SKBR3.3	Parental_SKBR3
Q9NQP4	LFQ.intensity.2_hu_P1	11874000	1	1	1	0	23.5013026824308	23.5013026824308	-0.150310523107375	-1.36035393960791	Parental_SKBR3.1	Parental_SKBR3
Q9NQP4	LFQ.intensity.4_hu_P2	14220000	1	2	2	0	23.7614181291689	23.7614181291689	0.109804923630733	0.993766486613234	Parental_SKBR3.2	Parental_SKBR3
Q9NQP4	LFQ.intensity.6_hu_P3	14406000	1	3	3	0	23.7801664736137	23.7801664736137	0.128553268075528	1.16344445525674	Parental_SKBR3.3	Parental_SKBR3
Q9NQR4	LFQ.intensity.2_hu_P1	11587000	1	1	1	0	23.466003749506	23.466003749506	1.39456063886369	0.811642530421562	Parental_SKBR3.1	Parental_SKBR3
Q9NQR4	LFQ.intensity.4_hu_P2	13710000	1	2	2	0	23.7087252353287	23.7087252353287	1.63728212468635	0.952907869088588	Parental_SKBR3.2	Parental_SKBR3
Q9NQR4	LFQ.intensity.6_hu_P3	12197000	1	3	3	0	23.5400230072988	23.5400230072988	1.46857989665643	0.854722175738223	Parental_SKBR3.3	Parental_SKBR3
Q9NQT4	LFQ.intensity.2_hu_P1	0	1	1	1	1	0	19.780766517612	-0.587808902036482	-0.954097164973513	Parental_SKBR3.1	Parental_SKBR3
Q9NQT4	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	19.8447166705323	-0.52385874911618	-0.850297002387516	Parental_SKBR3.2	Parental_SKBR3
Q9NQT4	LFQ.intensity.6_hu_P3	0	1	3	3	1	0	21.2045590696128	0.835983649964298	1.35691995754369	Parental_SKBR3.3	Parental_SKBR3
Q9NQT5	LFQ.intensity.2_hu_P1	0	1	1	1	1	0	20.8165293410908	0.173531418004906	0.277177417416541	Parental_SKBR3.1	Parental_SKBR3
Q9NQT5	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	19.5409256064508	-1.10207231663503	-1.76031269751122	Parental_SKBR3.2	Parental_SKBR3
Q9NQT5	LFQ.intensity.6_hu_P3	0	1	3	3	1	0	20.7111278645664	0.0681299414805743	0.108822260806926	Parental_SKBR3.3	Parental_SKBR3
Q9NQW6	LFQ.intensity.2_hu_P1	0	1	1	1	1	0	19.9697262206884	-1.80138051145305	-1.40161459773625	Parental_SKBR3.1	Parental_SKBR3
Q9NQW6	LFQ.intensity.4_hu_P2	7943500	1	2	2	0	22.9213433852642	22.9213433852642	1.15023665312268	0.894973867885135	Parental_SKBR3.2	Parental_SKBR3
Q9NQW6	LFQ.intensity.6_hu_P3	7413900	1	3	3	0	22.8218012252855	22.8218012252855	1.05069449314403	0.817522300251747	Parental_SKBR3.3	Parental_SKBR3
Q9NQW7	LFQ.intensity.2_hu_P1	0	1	1	1	1	0	20.8046169983009	-0.93593015285505	-0.763363840299457	Parental_SKBR3.1	Parental_SKBR3
Q9NQW7	LFQ.intensity.4_hu_P2	1440600	1	2	2	0	20.4582383787263	20.4582383787263	-1.28230877242966	-1.04587735098132	Parental_SKBR3.2	Parental_SKBR3
Q9NQW7	LFQ.intensity.6_hu_P3	0	1	3	3	1	0	20.7311933701305	-1.00935378102547	-0.823249658272002	Parental_SKBR3.3	Parental_SKBR3
Q9NR09	LFQ.intensity.2_hu_P1	0	1	1	1	1	0	20.5926613580594	-0.498321775755411	-0.899173514446673	Parental_SKBR3.1	Parental_SKBR3
Q9NR09	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	20.9432363866825	-0.147746747132363	-0.266594735230428	Parental_SKBR3.2	Parental_SKBR3
Q9NR09	LFQ.intensity.6_hu_P3	0	1	3	3	1	0	21.0324294691363	-0.058553664678513	-0.105654432565982	Parental_SKBR3.3	Parental_SKBR3
Q9NR30	LFQ.intensity.2_hu_P1	116920000	1	1	1	0	26.8009464933555	26.8009464933555	1.46991025392428	0.8292294353847	Parental_SKBR3.1	Parental_SKBR3
Q9NR30	LFQ.intensity.4_hu_P2	81480000	1	2	2	0	26.2799426445153	26.2799426445153	0.948906405084113	0.535312356941595	Parental_SKBR3.2	Parental_SKBR3
Q9NR30	LFQ.intensity.6_hu_P3	153060000	1	3	3	0	27.1895220638731	27.1895220638731	1.85848582444185	1.0484389416007	Parental_SKBR3.3	Parental_SKBR3
Q9NR31	LFQ.intensity.2_hu_P1	17807000	1	1	1	0	24.0859411458569	24.0859411458569	-0.340401945499476	-0.306702321226149	Parental_SKBR3.1	Parental_SKBR3
Q9NR31	LFQ.intensity.4_hu_P2	85220000	1	2	2	0	26.3446887157277	26.3446887157277	1.91834562437134	1.72843035619379	Parental_SKBR3.2	Parental_SKBR3
Q9NR31	LFQ.intensity.6_hu_P3	37773000	1	3	3	0	25.1708520339903	25.1708520339903	0.744508942633985	0.670802925478052	Parental_SKBR3.3	Parental_SKBR3
Q9NR33	LFQ.intensity.2_hu_P1	0	1	1	1	1	0	19.4028329829507	-1.13431862855049	-1.58896498493678	Parental_SKBR3.1	Parental_SKBR3
Q9NR33	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	20.6364082258917	0.0992566143905975	0.13903966735658	Parental_SKBR3.2	Parental_SKBR3
Q9NR33	LFQ.intensity.6_hu_P3	0	1	3	3	1	0	20.8251200540871	0.287968442585939	0.403389101191568	Parental_SKBR3.3	Parental_SKBR3
