ProteinId	SampleName	Intensity	techRep	bioRep	Replicate	Imputed	log2NInt	log2NIntNorm	nRLE	z_norm	RunId	Condition
P20336	LFQ.intensity.4_hu_P2	6229800	1	2	2	0	22.5707544173825	22.5707544173825	1.0833367586667	0.89034351511258	Parental_SKBR3.2	Parental_SKBR3
P20336	LFQ.intensity.6_hu_P3	7069300	1	3	3	0	22.7531359361939	22.7531359361939	1.26571827747809	1.04023430507337	Parental_SKBR3.3	Parental_SKBR3
P20338	LFQ.intensity.2_hu_P1	4153200	1	1	1	0	21.9857919166613	21.9857919166613	-0.317375076448368	-0.413458797213576	Parental_SKBR3.1	Parental_SKBR3
P20338	LFQ.intensity.4_hu_P2	5019000	1	2	2	0	22.2589685154216	22.2589685154216	-0.0441984776880986	-0.0575793462678071	Parental_SKBR3.2	Parental_SKBR3
P20338	LFQ.intensity.6_hu_P3	4738500	1	3	3	0	22.1759990071301	22.1759990071301	-0.127167985979579	-0.165667459195534	Parental_SKBR3.3	Parental_SKBR3
P20340	LFQ.intensity.2_hu_P1	200060000	1	1	1	0	27.5758575027029	27.5758575027029	0.0818019323687125	0.334512399701657	Parental_SKBR3.1	Parental_SKBR3
P20340	LFQ.intensity.4_hu_P2	209050000	1	2	2	0	27.639272802481	27.639272802481	0.145217232146791	0.593836397219822	Parental_SKBR3.2	Parental_SKBR3
P20340	LFQ.intensity.6_hu_P3	225850000	1	3	3	0	27.7507896728743	27.7507896728743	0.256734102540168	1.04986200495687	Parental_SKBR3.3	Parental_SKBR3
P20700	LFQ.intensity.2_hu_P1	37432000	1	1	1	0	25.1577687980224	25.1577687980224	0.049383172786893	0.251601952597323	Parental_SKBR3.1	Parental_SKBR3
P20700	LFQ.intensity.4_hu_P2	29225000	1	2	2	0	24.8006996889685	24.8006996889685	-0.307685936267038	-1.56762674374113	Parental_SKBR3.2	Parental_SKBR3
P20700	LFQ.intensity.6_hu_P3	32604000	1	3	3	0	24.9585456356052	24.9585456356052	-0.149839989630287	-0.763418627045953	Parental_SKBR3.3	Parental_SKBR3
P20810	LFQ.intensity.2_hu_P1	12529000	1	1	1	0	23.5787679350075	23.5787679350075	1.07826534710475	0.697690220309314	Parental_SKBR3.1	Parental_SKBR3
P20810	LFQ.intensity.4_hu_P2	11889000	1	2	2	0	23.5031240373512	23.5031240373512	1.00262144944849	0.648744932618706	Parental_SKBR3.2	Parental_SKBR3
P20810	LFQ.intensity.6_hu_P3	23911000	1	3	3	0	24.5111711315623	24.5111711315623	2.01066854365957	1.30100052177469	Parental_SKBR3.3	Parental_SKBR3
P20839	LFQ.intensity.2_hu_P1	31133000	1	1	1	0	24.8919412669289	24.8919412669289	1.86447018794859	0.798833217846598	Parental_SKBR3.1	Parental_SKBR3
P20839	LFQ.intensity.4_hu_P2	40651000	1	2	2	0	25.2767875067282	25.2767875067282	2.2493164277479	0.963720788644012	Parental_SKBR3.2	Parental_SKBR3
P20839	LFQ.intensity.6_hu_P3	36896000	1	3	3	0	25.1369610823139	25.1369610823139	2.10949000333354	0.903812084671757	Parental_SKBR3.3	Parental_SKBR3
P21108	LFQ.intensity.2_hu_P1	0	1	1	1	1	0	20.801112040893	-0.693411625134559	-0.600029081708581	Parental_SKBR3.1	Parental_SKBR3
P21108	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	20.1642429331771	-1.3302807328505	-1.15113029204264	Parental_SKBR3.2	Parental_SKBR3
P21108	LFQ.intensity.6_hu_P3	5059700	1	3	3	0	22.2706204164289	22.2706204164289	0.776096750401347	0.671578905776158	Parental_SKBR3.3	Parental_SKBR3
P21266	LFQ.intensity.2_hu_P1	151220000	1	1	1	0	27.1720737187152	27.1720737187152	3.58364247228801	0.932118783752653	Parental_SKBR3.1	Parental_SKBR3
P21266	LFQ.intensity.4_hu_P2	138310000	1	2	2	0	27.0433302281604	27.0433302281604	3.45489898173321	0.898632121296788	Parental_SKBR3.2	Parental_SKBR3
P21266	LFQ.intensity.6_hu_P3	130810000	1	3	3	0	26.9628975935048	26.9628975935048	3.37446634707769	0.877711292790908	Parental_SKBR3.3	Parental_SKBR3
P21281	LFQ.intensity.2_hu_P1	14779000	1	1	1	0	23.8170453190915	23.8170453190915	1.30709195545291	0.74018004952949	Parental_SKBR3.1	Parental_SKBR3
P21281	LFQ.intensity.4_hu_P2	18647000	1	2	2	0	24.1524402071176	24.1524402071176	1.64248684347902	0.93010747108193	Parental_SKBR3.2	Parental_SKBR3
P21281	LFQ.intensity.6_hu_P3	19350000	1	3	3	0	24.2058302305812	24.2058302305812	1.69587686694264	0.960341174263115	Parental_SKBR3.3	Parental_SKBR3
P21291	LFQ.intensity.2_hu_P1	172910000	1	1	1	0	27.3654460666749	27.3654460666749	1.19828843552568	0.90258927582133	Parental_SKBR3.1	Parental_SKBR3
P21291	LFQ.intensity.4_hu_P2	180920000	1	2	2	0	27.4307766601809	27.4307766601809	1.26361902903161	0.951798373842567	Parental_SKBR3.2	Parental_SKBR3
P21291	LFQ.intensity.6_hu_P3	168300000	1	3	3	0	27.3264599357668	27.3264599357668	1.15930230461751	0.873223671831301	Parental_SKBR3.3	Parental_SKBR3
P21333	LFQ.intensity.2_hu_P1	19217000	1	1	1	0	24.1958797962161	24.1958797962161	-1.50867101438098	-0.984615676347599	Parental_SKBR3.1	Parental_SKBR3
P21333	LFQ.intensity.4_hu_P2	23385000	1	2	2	0	24.4790800929684	24.4790800929684	-1.22547071762873	-0.799788468115612	Parental_SKBR3.2	Parental_SKBR3
P21333	LFQ.intensity.6_hu_P3	19973000	1	3	3	0	24.2515477100661	24.2515477100661	-1.45300310053103	-0.948284693566229	Parental_SKBR3.3	Parental_SKBR3
P21912	LFQ.intensity.2_hu_P1	0	1	1	1	1	0	20.2789504095118	-1.15959466794302	-0.997330619815392	Parental_SKBR3.1	Parental_SKBR3
P21912	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	20.6819658735531	-0.756579203901715	-0.650709793022099	Parental_SKBR3.2	Parental_SKBR3
P21912	LFQ.intensity.6_hu_P3	0	1	3	3	1	0	20.2095452047268	-1.22899987272801	-1.05702383660934	Parental_SKBR3.3	Parental_SKBR3
P21964	LFQ.intensity.2_hu_P1	50165000	1	1	1	0	25.5801778144987	25.5801778144987	2.40247237327693	0.896346400062033	Parental_SKBR3.1	Parental_SKBR3
P21964	LFQ.intensity.4_hu_P2	54037000	1	2	2	0	25.6874442462537	25.6874442462537	2.5097388050319	0.936366789482754	Parental_SKBR3.2	Parental_SKBR3
P21964	LFQ.intensity.6_hu_P3	46576000	1	3	3	0	25.4730834087849	25.4730834087849	2.29537796756306	0.856390192408551	Parental_SKBR3.3	Parental_SKBR3
P22059	LFQ.intensity.2_hu_P1	14486000	1	1	1	0	23.7881559446254	23.7881559446254	0.47425827852063	0.383157150214762	Parental_SKBR3.1	Parental_SKBR3
P22059	LFQ.intensity.4_hu_P2	26434000	1	2	2	0	24.6558914147122	24.6558914147122	1.34199374860737	1.08420774841584	Parental_SKBR3.2	Parental_SKBR3
P22059	LFQ.intensity.6_hu_P3	16173000	1	3	3	0	23.9470839796143	23.9470839796143	0.633186313509555	0.511556412248813	Parental_SKBR3.3	Parental_SKBR3
P22061	LFQ.intensity.2_hu_P1	19287000	1	1	1	0	24.201125420781	24.201125420781	2.08507424288829	1.30585126177888	Parental_SKBR3.1	Parental_SKBR3
P22061	LFQ.intensity.4_hu_P2	16145000	1	2	2	0	23.9445841051634	23.9445841051634	1.82853292727078	1.14518321754008	Parental_SKBR3.2	Parental_SKBR3
P22061	LFQ.intensity.6_hu_P3	0	1	3	3	1	0	20.2486826783461	-1.86736849954654	-1.16950536397261	Parental_SKBR3.3	Parental_SKBR3
P22087	LFQ.intensity.2_hu_P1	56880000	1	1	1	0	25.7614181291689	25.7614181291689	0.707708205834212	0.816274681163694	Parental_SKBR3.1	Parental_SKBR3
P22087	LFQ.intensity.4_hu_P2	54044000	1	2	2	0	25.6876311221209	25.6876311221209	0.633921198786222	0.731168326375671	Parental_SKBR3.2	Parental_SKBR3
P22087	LFQ.intensity.6_hu_P3	54376000	1	3	3	0	25.6964666921389	25.6964666921389	0.642756768804233	0.741359323229876	Parental_SKBR3.3	Parental_SKBR3
P22102	LFQ.intensity.2_hu_P1	16142000	1	1	1	0	23.9443160043715	23.9443160043715	1.4195923927702	0.809278896311019	Parental_SKBR3.1	Parental_SKBR3
P22102	LFQ.intensity.4_hu_P2	19376000	1	2	2	0	24.2077674343564	24.2077674343564	1.68304382275516	0.95946685418936	Parental_SKBR3.2	Parental_SKBR3
P22102	LFQ.intensity.6_hu_P3	18391000	1	3	3	0	24.1324965918036	24.1324965918036	1.60777298020229	0.916556576073037	Parental_SKBR3.3	Parental_SKBR3
P22234	LFQ.intensity.2_hu_P1	119180000	1	1	1	0	26.8285669116631	26.8285669116631	1.46278690926128	0.985357632089051	Parental_SKBR3.1	Parental_SKBR3
P22234	LFQ.intensity.4_hu_P2	114130000	1	2	2	0	26.7661028247164	26.7661028247164	1.40032282231463	0.943280782470918	Parental_SKBR3.2	Parental_SKBR3
P22234	LFQ.intensity.6_hu_P3	80473000	1	3	3	0	26.262001480979	26.262001480979	0.896221478577157	0.603709719007608	Parental_SKBR3.3	Parental_SKBR3
P22307	LFQ.intensity.2_hu_P1	29800000	1	1	1	0	24.828808994899	24.828808994899	0.532517514994414	0.717000325230646	Parental_SKBR3.1	Parental_SKBR3
P22307	LFQ.intensity.4_hu_P2	31061000	1	2	2	0	24.8886009418381	24.8886009418381	0.592309461933578	0.797506307089297	Parental_SKBR3.2	Parental_SKBR3
P22307	LFQ.intensity.6_hu_P3	36989000	1	3	3	0	25.1405929618472	25.1405929618472	0.844301481942651	1.13679723220362	Parental_SKBR3.3	Parental_SKBR3
P22314	LFQ.intensity.2_hu_P1	100060000	1	1	1	0	26.5762901165422	26.5762901165422	0.506087130622472	0.646787599488928	Parental_SKBR3.1	Parental_SKBR3
P22314	LFQ.intensity.4_hu_P2	121120000	1	2	2	0	26.8518618695352	26.8518618695352	0.781658883615499	0.998972790181469	Parental_SKBR3.2	Parental_SKBR3
P22314	LFQ.intensity.6_hu_P3	124490000	1	3	3	0	26.8914546176185	26.8914546176185	0.821251631698793	1.04957296738508	Parental_SKBR3.3	Parental_SKBR3
P22392	LFQ.intensity.2_hu_P1	166250000	1	1	1	0	27.3087790997127	27.3087790997127	-0.307918767818908	-0.734935215854453	Parental_SKBR3.1	Parental_SKBR3
P22392	LFQ.intensity.4_hu_P2	186460000	1	2	2	0	27.4742909311825	27.4742909311825	-0.14240693634914	-0.339894424903904	Parental_SKBR3.2	Parental_SKBR3
P22392	LFQ.intensity.6_hu_P3	136380000	1	3	3	0	27.0230568490885	27.0230568490885	-0.593641018443179	-1.41689216646315	Parental_SKBR3.3	Parental_SKBR3
P22626	LFQ.intensity.2_hu_P1	304100000	1	1	1	0	28.1799705754676	28.1799705754676	0.530448017507414	1.02483949314843	Parental_SKBR3.1	Parental_SKBR3
P22626	LFQ.intensity.4_hu_P2	291920000	1	2	2	0	28.1209978151339	28.1209978151339	0.471475257173733	0.910902572252898	Parental_SKBR3.2	Parental_SKBR3
P22626	LFQ.intensity.6_hu_P3	276070000	1	3	3	0	28.0404588806259	28.0404588806259	0.390936322665681	0.755299236778479	Parental_SKBR3.3	Parental_SKBR3
P22695	LFQ.intensity.2_hu_P1	14380000	1	1	1	0	23.7775603399887	23.7775603399887	1.68554482064096	0.987729679919946	Parental_SKBR3.1	Parental_SKBR3
P22695	LFQ.intensity.4_hu_P2	14419000	1	2	2	0	23.7814677771213	23.7814677771213	1.68945225777347	0.990019439041705	Parental_SKBR3.2	Parental_SKBR3
P22695	LFQ.intensity.6_hu_P3	10416000	1	3	3	0	23.3122980178277	23.3122980178277	1.22028249847994	0.715085844574076	Parental_SKBR3.3	Parental_SKBR3
P22830	LFQ.intensity.2_hu_P1	3631800	1	1	1	0	21.7922533262061	21.7922533262061	0.676051090202513	1.09577130286926	Parental_SKBR3.1	Parental_SKBR3
P22830	LFQ.intensity.4_hu_P2	3600700	1	2	2	0	21.7798459726452	21.7798459726452	0.663643736641649	1.07566095592422	Parental_SKBR3.2	Parental_SKBR3
P22830	LFQ.intensity.6_hu_P3	0	1	3	3	1	0	20.2490097820271	-0.867192453976493	-1.40558105578613	Parental_SKBR3.3	Parental_SKBR3
P23193	LFQ.intensity.2_hu_P1	11698000	1	1	1	0	23.4797585584027	23.4797585584027	-0.308550036001439	-0.429346537824782	Parental_SKBR3.1	Parental_SKBR3
P23193	LFQ.intensity.4_hu_P2	5923800	1	2	2	0	22.4980915023414	22.4980915023414	-1.2902170920628	-1.79533358251476	Parental_SKBR3.2	Parental_SKBR3
P23193	LFQ.intensity.6_hu_P3	15160000	1	3	3	0	23.8537664177205	23.8537664177205	0.0654578233163612	0.0910843835205222	Parental_SKBR3.3	Parental_SKBR3
P23229	LFQ.intensity.2_hu_P1	0	1	1	1	1	0	19.8861754929774	-1.28611502087777	-0.934120156293105	Parental_SKBR3.1	Parental_SKBR3
P23229	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	20.6579678829473	-0.514322630907849	-0.37355845205884	Parental_SKBR3.2	Parental_SKBR3
P23229	LFQ.intensity.6_hu_P3	0	1	3	3	1	0	19.3823726424394	-1.78991787141573	-1.30003797067665	Parental_SKBR3.3	Parental_SKBR3
P23246	LFQ.intensity.2_hu_P1	137290000	1	1	1	0	27.0326513046435	27.0326513046435	-0.0318021992200066	-0.153078575635936	Parental_SKBR3.1	Parental_SKBR3
P23246	LFQ.intensity.4_hu_P2	117580000	1	2	2	0	26.8090674421077	26.8090674421077	-0.255386061755825	-1.22929028588246	Parental_SKBR3.2	Parental_SKBR3
P23246	LFQ.intensity.6_hu_P3	130800000	1	3	3	0	26.9627872999349	26.9627872999349	-0.101666203928637	-0.489366083774415	Parental_SKBR3.3	Parental_SKBR3
P23258	LFQ.intensity.2_hu_P1	4081800	1	1	1	0	21.9607740642678	21.9607740642678	0.116345555368557	0.988538245128283	Parental_SKBR3.1	Parental_SKBR3
P23258	LFQ.intensity.4_hu_P2	3988900	1	2	2	0	21.9275595254611	21.9275595254611	0.0831310165618326	0.706328565517108	Parental_SKBR3.2	Parental_SKBR3
P23258	LFQ.intensity.6_hu_P3	3380000	1	3	3	0	21.6885918158316	21.6885918158316	-0.155836693067627	-1.32407749143204	Parental_SKBR3.3	Parental_SKBR3
P23381	LFQ.intensity.2_hu_P1	3028300	1	1	1	0	21.5300767030076	21.5300767030076	0.302063569744874	0.384767032710164	Parental_SKBR3.1	Parental_SKBR3
P23381	LFQ.intensity.4_hu_P2	4746700	1	2	2	0	22.1784934410445	22.1784934410445	0.950480307781806	1.21071696260338	Parental_SKBR3.2	Parental_SKBR3
P23381	LFQ.intensity.6_hu_P3	3347000	1	3	3	0	21.6744371203486	21.6744371203486	0.446423987085907	0.568652595169829	Parental_SKBR3.3	Parental_SKBR3
P23396	LFQ.intensity.2_hu_P1	412610000	1	1	1	0	28.6202035458482	28.6202035458482	0.132422375777452	1.16479032903611	Parental_SKBR3.1	Parental_SKBR3
P23396	LFQ.intensity.4_hu_P2	381580000	1	2	2	0	28.5074103155132	28.5074103155132	0.0196291454423836	0.172658424562299	Parental_SKBR3.2	Parental_SKBR3
P23396	LFQ.intensity.6_hu_P3	372080000	1	3	3	0	28.4710376040741	28.4710376040741	-0.0167435659967055	-0.14727679995197	Parental_SKBR3.3	Parental_SKBR3
P23526	LFQ.intensity.2_hu_P1	35303000	1	1	1	0	25.073287451142	25.073287451142	-0.292738701666071	-0.930557097072722	Parental_SKBR3.1	Parental_SKBR3
P23526	LFQ.intensity.4_hu_P2	45627000	1	2	2	0	25.4433844631319	25.4433844631319	0.07735831032387	0.245906415105805	Parental_SKBR3.2	Parental_SKBR3
P23526	LFQ.intensity.6_hu_P3	34973000	1	3	3	0	25.0597382205985	25.0597382205985	-0.3062879322096	-0.97362735929086	Parental_SKBR3.3	Parental_SKBR3
P23528	LFQ.intensity.2_hu_P1	967170000	1	1	1	0	29.8491942543864	29.8491942543864	0.211528314765975	0.61447109393941	Parental_SKBR3.1	Parental_SKBR3
P23528	LFQ.intensity.4_hu_P2	1.079e+09	1	2	2	0	30.0070477188122	30.0070477188122	0.369381779191723	1.07302148269057	Parental_SKBR3.2	Parental_SKBR3
P23528	LFQ.intensity.6_hu_P3	960020000	1	3	3	0	29.8384892207663	29.8384892207663	0.20082328114583	0.583373915641999	Parental_SKBR3.3	Parental_SKBR3
P23588	LFQ.intensity.2_hu_P1	42626000	1	1	1	0	25.3452303441693	25.3452303441693	2.18539332036334	0.865775829380324	Parental_SKBR3.1	Parental_SKBR3
P23588	LFQ.intensity.4_hu_P2	49309000	1	2	2	0	25.5553476590974	25.5553476590974	2.39551063529146	0.949016905896845	Parental_SKBR3.2	Parental_SKBR3
P23588	LFQ.intensity.6_hu_P3	45255000	1	3	3	0	25.4315738614173	25.4315738614173	2.27173683761135	0.899982088528486	Parental_SKBR3.3	Parental_SKBR3
P23919	LFQ.intensity.2_hu_P1	13485000	1	1	1	0	23.6848521857851	23.6848521857851	1.69745192857387	0.84206460821385	Parental_SKBR3.1	Parental_SKBR3
P23919	LFQ.intensity.4_hu_P2	15843000	1	2	2	0	23.9173422114547	23.9173422114547	1.92994195424349	0.957397254213199	Parental_SKBR3.2	Parental_SKBR3
P23919	LFQ.intensity.6_hu_P3	15268000	1	3	3	0	23.8640077558776	23.8640077558776	1.87660749866646	0.930939328257376	Parental_SKBR3.3	Parental_SKBR3
P23921	LFQ.intensity.2_hu_P1	0	1	1	1	1	0	20.8432442672893	-0.677422306729977	-0.744727081502982	Parental_SKBR3.1	Parental_SKBR3
P23921	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	21.1398835074528	-0.380783066566536	-0.418615476686522	Parental_SKBR3.2	Parental_SKBR3
P23921	LFQ.intensity.6_hu_P3	0	1	3	3	1	0	20.2524786724837	-1.26818790153563	-1.39418773979713	Parental_SKBR3.3	Parental_SKBR3
P24534	LFQ.intensity.2_hu_P1	60419000	1	1	1	0	25.8484989703069	25.8484989703069	0.168762072317971	0.531843498422757	Parental_SKBR3.1	Parental_SKBR3
P24534	LFQ.intensity.4_hu_P2	65924000	1	2	2	0	25.9743004462516	25.9743004462516	0.294563548262691	0.928299266915125	Parental_SKBR3.2	Parental_SKBR3
P24534	LFQ.intensity.6_hu_P3	61976000	1	3	3	0	25.8852063089971	25.8852063089971	0.205469411008259	0.647524463693489	Parental_SKBR3.3	Parental_SKBR3
P24539	LFQ.intensity.2_hu_P1	0	1	1	1	1	0	20.2008727427995	-0.72909999764569	-1.20965473089598	Parental_SKBR3.1	Parental_SKBR3
P24539	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	20.8687191965982	-0.0612535438469877	-0.101626168341671	Parental_SKBR3.2	Parental_SKBR3
P24539	LFQ.intensity.6_hu_P3	0	1	3	3	1	0	21.5412695807605	0.611296840315251	1.0142067168521	Parental_SKBR3.3	Parental_SKBR3
P24666	LFQ.intensity.2_hu_P1	15953000	1	1	1	0	23.927324415985	23.927324415985	-0.115847902673373	-0.299503976417435	Parental_SKBR3.1	Parental_SKBR3
P24666	LFQ.intensity.4_hu_P2	11026000	1	2	2	0	23.3944061707532	23.3944061707532	-0.64876614790516	-1.67726852691031	Parental_SKBR3.2	Parental_SKBR3
P24666	LFQ.intensity.6_hu_P3	15776000	1	3	3	0	23.91122812104	23.91122812104	-0.131944197618363	-0.341118060318502	Parental_SKBR3.3	Parental_SKBR3
P24752	LFQ.intensity.2_hu_P1	56370000	1	1	1	0	25.7484242316907	25.7484242316907	2.23039199804567	0.805120724049667	Parental_SKBR3.1	Parental_SKBR3
P24752	LFQ.intensity.4_hu_P2	43443000	1	2	2	0	25.372620397549	25.372620397549	1.85458816390401	0.669464097183229	Parental_SKBR3.2	Parental_SKBR3
P24752	LFQ.intensity.6_hu_P3	90249000	1	3	3	0	26.4274076105822	26.4274076105822	2.90937537693717	1.05021826300686	Parental_SKBR3.3	Parental_SKBR3
P24941	LFQ.intensity.2_hu_P1	2412300	1	1	1	0	21.2019779050856	21.2019779050856	-0.0172944097059293	-0.0208464280483594	Parental_SKBR3.1	Parental_SKBR3
P24941	LFQ.intensity.4_hu_P2	4987300	1	2	2	0	22.2498275570665	22.2498275570665	1.03055524227491	1.24221618853971	Parental_SKBR3.2	Parental_SKBR3
P24941	LFQ.intensity.6_hu_P3	3557000	1	3	3	0	21.7622295437239	21.7622295437239	0.542957228932391	0.654472687922683	Parental_SKBR3.3	Parental_SKBR3
P25205	LFQ.intensity.2_hu_P1	15873000	1	1	1	0	23.9200714877906	23.9200714877906	-0.163314487617775	-0.0799460296185719	Parental_SKBR3.1	Parental_SKBR3
P25205	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	20.1483939940769	-3.93499198133148	-1.92626502447619	Parental_SKBR3.2	Parental_SKBR3
P25205	LFQ.intensity.6_hu_P3	19346000	1	3	3	0	24.205531968219	24.205531968219	0.122145992810651	0.0597931469612458	Parental_SKBR3.3	Parental_SKBR3
P25398	LFQ.intensity.2_hu_P1	176400000	1	1	1	0	27.3942753199943	27.3942753199943	-0.214154136727316	-0.747149521396575	Parental_SKBR3.1	Parental_SKBR3
P25398	LFQ.intensity.4_hu_P2	164450000	1	2	2	0	27.2930737672722	27.2930737672722	-0.315355689449433	-1.10022554802126	Parental_SKBR3.2	Parental_SKBR3
P25398	LFQ.intensity.6_hu_P3	197710000	1	3	3	0	27.558810602273	27.558810602273	-0.0496188544486422	-0.173112244853595	Parental_SKBR3.3	Parental_SKBR3
P25685	LFQ.intensity.2_hu_P1	20348000	1	1	1	0	24.2783836635247	24.2783836635247	0.253462091528547	0.420701754773996	Parental_SKBR3.1	Parental_SKBR3
P25685	LFQ.intensity.4_hu_P2	28540000	1	2	2	0	24.7664819990252	24.7664819990252	0.741560427029047	1.23085772330154	Parental_SKBR3.2	Parental_SKBR3
P25685	LFQ.intensity.6_hu_P3	25613000	1	3	3	0	24.6103729070588	24.6103729070588	0.585451335062611	0.971744541798192	Parental_SKBR3.3	Parental_SKBR3
P25705	LFQ.intensity.2_hu_P1	173550000	1	1	1	0	27.3707761242655	27.3707761242655	0.678948849819715	0.838685173774849	Parental_SKBR3.1	Parental_SKBR3
P25705	LFQ.intensity.4_hu_P2	1.95e+08	1	2	2	0	27.5388988830738	27.5388988830738	0.847071608628042	1.04636218099581	Parental_SKBR3.2	Parental_SKBR3
P25705	LFQ.intensity.6_hu_P3	172840000	1	3	3	0	27.3648618951392	27.3648618951392	0.673034620693439	0.831379503717625	Parental_SKBR3.3	Parental_SKBR3
P25789	LFQ.intensity.2_hu_P1	1815600	1	1	1	0	20.7920149627126	20.7920149627126	-0.640440405193729	-0.88397283535564	Parental_SKBR3.1	Parental_SKBR3
P25789	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	20.8334054139946	-0.599049953911795	-0.826843344024947	Parental_SKBR3.2	Parental_SKBR3
P25789	LFQ.intensity.6_hu_P3	1764400	1	3	3	0	20.7507462348669	20.7507462348669	-0.681709133039405	-0.940934316969573	Parental_SKBR3.3	Parental_SKBR3
P25815	LFQ.intensity.2_hu_P1	17623000	1	1	1	0	24.0709562023582	24.0709562023582	1.66341815964009	1.07551626632191	Parental_SKBR3.1	Parental_SKBR3
P25815	LFQ.intensity.4_hu_P2	15195000	1	2	2	0	23.8570933390717	23.8570933390717	1.44955529635364	0.937238956498312	Parental_SKBR3.2	Parental_SKBR3
P25815	LFQ.intensity.6_hu_P3	11797000	1	3	3	0	23.4919166902905	23.4919166902905	1.0843786475724	0.701126693584137	Parental_SKBR3.3	Parental_SKBR3
P26038	LFQ.intensity.2_hu_P1	0	1	1	1	1	0	21.3262975833046	-2.31972538735414	-0.592624603463592	Parental_SKBR3.1	Parental_SKBR3
P26038	LFQ.intensity.4_hu_P2	466310	1	2	2	0	18.830929842986	18.830929842986	-4.81509312767275	-1.23012088887041	Parental_SKBR3.2	Parental_SKBR3
P26038	LFQ.intensity.6_hu_P3	1302400	1	3	3	0	20.312741174041	20.312741174041	-3.33328179661775	-0.851559763807266	Parental_SKBR3.3	Parental_SKBR3
P26196	LFQ.intensity.2_hu_P1	7438500	1	1	1	0	22.8265802953967	22.8265802953967	-0.438376615627213	-1.54716553366936	Parental_SKBR3.1	Parental_SKBR3
P26196	LFQ.intensity.4_hu_P2	10396000	1	2	2	0	23.3095252031343	23.3095252031343	0.0445682921103625	0.157295172665639	Parental_SKBR3.2	Parental_SKBR3
P26196	LFQ.intensity.6_hu_P3	9206200	1	3	3	0	23.1341743540404	23.1341743540404	-0.13078255698349	-0.461571756697154	Parental_SKBR3.3	Parental_SKBR3
P26358	LFQ.intensity.2_hu_P1	3627500	1	1	1	0	21.7905441836162	21.7905441836162	-0.864277156450829	-0.791910457134922	Parental_SKBR3.1	Parental_SKBR3
P26358	LFQ.intensity.4_hu_P2	0	1	2	2	1	0	21.7184934329508	-0.93632790711623	-0.857928334005185	Parental_SKBR3.2	Parental_SKBR3
P26358	LFQ.intensity.6_hu_P3	3061900	1	3	3	0	21.5459957352906	21.5459957352906	-1.10882560477646	-1.01598264515902	Parental_SKBR3.3	Parental_SKBR3
P26368	LFQ.intensity.2_hu_P1	25934000	1	1	1	0	24.6283414055013	24.6283414055013	0.402389785031819	0.530748720085938	Parental_SKBR3.1	Parental_SKBR3
P26368	LFQ.intensity.4_hu_P2	30336000	1	2	2	0	24.8545275335604	24.8545275335604	0.628575913090895	0.829086308250747	Parental_SKBR3.2	Parental_SKBR3
P26368	LFQ.intensity.6_hu_P3	38058000	1	3	3	0	25.1816964122161	25.1816964122161	0.95574479174666	1.26061928959809	Parental_SKBR3.3	Parental_SKBR3
P26373	LFQ.intensity.2_hu_P1	121110000	1	1	1	0	26.8517427517511	26.8517427517511	0.711232451871183	0.745212239885713	Parental_SKBR3.1	Parental_SKBR3
P26373	LFQ.intensity.4_hu_P2	129420000	1	2	2	0	26.9474853414311	26.9474853414311	0.806975041551127	0.845529020314022	Parental_SKBR3.2	Parental_SKBR3
P26373	LFQ.intensity.6_hu_P3	118190000	1	3	3	0	26.816532734033	26.816532734033	0.676022434153023	0.708320031014852	Parental_SKBR3.3	Parental_SKBR3
P26599	LFQ.intensity.2_hu_P1	48901000	1	1	1	0	25.5433606320535	25.5433606320535	0.130472857200878	0.563595756519473	Parental_SKBR3.1	Parental_SKBR3
P26599	LFQ.intensity.4_hu_P2	48494000	1	2	2	0	25.5313029227335	25.5313029227335	0.118415147880938	0.511510794544579	Parental_SKBR3.2	Parental_SKBR3
P26599	LFQ.intensity.6_hu_P3	51136000	1	3	3	0	25.6078359775901	25.6078359775901	0.194948202737489	0.842106030028805	Parental_SKBR3.3	Parental_SKBR3
P26639	LFQ.intensity.2_hu_P1	6870500	1	1	1	0	22.7119836641859	22.7119836641859	-0.0787908173931449	-0.207836033364261	Parental_SKBR3.1	Parental_SKBR3
P26639	LFQ.intensity.4_hu_P2	6759900	1	2	2	0	22.6885704740312	22.6885704740312	-0.102204007547844	-0.26959582633449	Parental_SKBR3.2	Parental_SKBR3
P26639	LFQ.intensity.6_hu_P3	5541500	1	3	3	0	22.4018451141272	22.4018451141272	-0.388929367451823	-1.02592585867869	Parental_SKBR3.3	Parental_SKBR3
P26640	LFQ.intensity.2_hu_P1	66047000	1	1	1	0	25.9769896967901	25.9769896967901	0.0363125536531612	0.322978986943348	Parental_SKBR3.1	Parental_SKBR3
P26640	LFQ.intensity.4_hu_P2	71222000	1	2	2	0	26.085819613105	26.085819613105	0.145142469968036	1.29095762199722	Parental_SKBR3.2	Parental_SKBR3
