ProteinId	GeneName	Description	intensities_LFQ.intensity.1_hu_C1	imputed_LFQ.intensity.1_hu_C1	intensities_LFQ.intensity.2_hu_P1	imputed_LFQ.intensity.2_hu_P1	intensities_LFQ.intensity.3_hu_C2	imputed_LFQ.intensity.3_hu_C2	intensities_LFQ.intensity.4_hu_P2	imputed_LFQ.intensity.4_hu_P2	intensities_LFQ.intensity.5_hu_C3	imputed_LFQ.intensity.5_hu_C3	intensities_LFQ.intensity.6_hu_P3	imputed_LFQ.intensity.6_hu_P3	AveExpr	t	adj.P.Val	logFC AZD8931_resistant_SKBR3_AZDRc - Parental_SKBR3	CI.L AZD8931_resistant_SKBR3_AZDRc - Parental_SKBR3	CI.R AZD8931_resistant_SKBR3_AZDRc - Parental_SKBR3	P.Value AZD8931_resistant_SKBR3_AZDRc - Parental_SKBR3	adj.P.Val AZD8931_resistant_SKBR3_AZDRc - Parental_SKBR3	NImputed: AZD8931_resistant_SKBR3_AZDRc	NImputed: Parental_SKBR3	NReplicates: AZD8931_resistant_SKBR3_AZDRc	NReplicates: Parental_SKBR3
O76021			21.5349690041256	1	24.820457906526	0	20.4078970491097	1	24.8962444385088	0	21.6817193883129	1	25.141762588201	0	23.0805083957974	-9.75225589276928	0.000280108878042766	-3.7446264972292	-4.67487539309475	-2.81437760136365	5.15901013303403e-05	0.000280108878042766	3	0	3	3
O76080			21.1492761005807	1	21.6332506896195	0	21.178577767136	1	22.3788039112319	0	21.2786679274535	1	22.4875073973199	0	21.6843472988902	-3.08709163651142	0.0333555371927824	-0.964346734333702	-1.71998424921879	-0.208709219448612	0.0201623748369415	0.0333555371927824	3	0	3	3
O76094			23.9852012676063	0	24.5384253054434	0	23.8816636634979	0	24.9960634548092	0	24.2596151255949	0	24.973731344409	0	24.4391166935601	-4.19019074231102	0.0101259835543799	-0.793913349320821	-1.25223368739102	-0.335593011250622	0.00516082736708735	0.0101259835543799	0	0	3	3
O94760			20.6471488328802	1	24.4103462767663	0	19.6115006526044	1	24.7054066955163	0	20.6669790758724	1	24.7174852408575	0	22.4598111290829	-12.1916753307282	0.000131727151743297	-4.30253655059437	-5.15627146180153	-3.44880163938721	1.29433549485932e-05	0.000131727151743297	3	0	3	3
O94776			23.3482732211071	0	23.2143197137644	0	23.1170228571557	0	23.7273355171066	0	23.061840523843	0	23.9962790044116	0	23.4108451395647	-1.7786224260683	0.157260165772019	-0.470265877725552	-1.10983799481029	0.169306239359188	0.123263100949324	0.157260165772019	0	0	3	3
O94826			22.9204531747851	0	25.1968179148301	0	22.8557634910337	0	23.7327272254179	0	22.6938323304322	0	24.0230145344911	0	23.5704347784983	-3.74957725564636	0.0160438920535972	-1.49417022616269	-2.45958405943146	-0.528756392893919	0.00880670161637674	0.0160438920535972	0	0	3	3
O94874			20.8602837581912	1	20.6778375405581	1	20.9155370498247	1	20.6035878411403	1	20.5560620272083	1	21.3707384974577	1									3	3	3	3
O94901			26.8836691234926	0	21.0247783471138	1	27.6363022319982	0	21.922813754226	0	27.7366675174414	0	25.1226574026117	0	25.0544813961473	4.62624610827206	0.00671288162779948	4.72879645632691	2.25241448469865	7.20517842795517	0.00322266962204142	0.00671288162779948	0	1	3	3
O94906			23.4905708355137	0	23.5653484953986	0	20.0513556022992	1	23.4889786594931	0	23.3406879137742	0	23.6757296648946	0	22.9354451952289	-1.39374205545751	0.250516491852674	-1.28248082273306	-3.51175877257895	0.946797127112823	0.210881636257625	0.250516491852674	1	0	3	3
O94973			24.8937473856656	0	22.9397865145235	0	24.3858760892644	0	23.0793148486019	0	24.8649523607964	0	23.238034977081	0	23.9002853626555	7.81904108836302	0.000661997806240599	1.62914649850667	1.12513962169477	2.13315337531857	0.000181180938001433	0.000661997806240599	0	0	3	3
O94979			24.1269161676464	0	23.3902130486999	0	24.0685801813659	0	23.1565503641354	0	24.3789493981975	0	24.5839403324406	0	23.9508582487476	1.23851787720281	0.299541195407573	0.481247333977983	-0.46012580575721	1.42262047371318	0.259961380351873	0.299541195407573	0	0	3	3
O94992			20.3638745575912	1	22.6550179143201	0	19.5306269198084	1	23.0104003925698	0	20.9326108696981	1	21.1252100869812	1	21.2696234568281	-3.23281464801667	0.0284549635489809	-1.98783868225785	-3.47752928357199	-0.498148080943708	0.0168221070739446	0.0284549635489809	3	1	3	3
O95071			20.3802403481324	1	20.1614356324685	1	20.0199383649505	1	21.7353059117945	1	20.0521786421553	1	21.6571032055795	1									3	3	3	3
O95202			20.2282343522591	1	23.743039599854	0	20.3076125902522	1	24.0127377359688	0	22.4614894393216	0	23.2898241560293	0	22.3404896456142	-4.18460867797845	0.0103180874408285	-2.68275503667307	-4.23593547824127	-1.12957459510487	0.00527119684477109	0.0103180874408285	2	0	3	3
O95232			23.8651412075852	0	23.9463701716755	0	24.1715011828094	0	23.8014399755019	0	23.6440543001857	0	23.8046927310457	0	23.8721999281339	0.218304408598286	0.85315499650174	0.0427312707857084	-0.43076124672991	0.516223788301327	0.834092958536423	0.85315499650174	0	0	3	3
O95292			21.3864016420978	1	26.7811925992487	0	21.0381618577353	1	26.5241751009233	0	22.6566989319829	0	25.6675509925631	0	24.0090301874252	-9.32925887975219	0.000331334137500731	-4.63055208697305	-5.83304181352101	-3.4280623604251	6.70271353035899e-05	0.000331334137500731	2	0	3	3
O95299			21.3101698655393	1	24.0366599302732	0	21.264221927637	1	24.0153776178415	0	20.1117949793117	1	23.7041932604759	0	22.4070695968464	-7.91297640461603	0.000646565458098571	-3.0233480120342	-3.9489920659257	-2.0977039581427	0.000174916259195749	0.000646565458098571	3	0	3	3
O95347			24.0524181337383	0	22.4866730155965	0	23.8138203262939	0	22.4899096834292	0	23.9306666030298	0	22.7345682290248	0	23.2513426651854	6.61600592872414	0.00136593363547809	1.36191804500383	0.863968996813771	1.85986709319389	0.000469137997049221	0.00136593363547809	0	0	3	3
O95359			20.9337404088299	1	23.925967266494	0	20.6683086069147	1	24.0998896850639	0	21.297613566151	1	23.9735123992943	0	22.4831719887913	-11.9980544357281	0.000139436793321171	-3.0332355896522	-3.64477596167002	-2.42169521763439	1.42299626034287e-05	0.000139436793321171	3	0	3	3
O95372			21.7522241296667	1	21.878972904171	0	20.1643768404906	1	22.1617715826906	0	21.2514110135802	1	22.0114756996321	0	21.5367053617052	-2.15922054609049	0.0983194456759437	-0.961402734252047	-2.04011121797419	0.117305749470091	0.0722859685505522	0.0983194456759437	3	0	3	3
O95373			25.1966678568389	0	25.3334379181293	0	25.0259735631255	0	25.5060637062352	0	25.2453223229092	0	25.4071398906167	0	25.2857675429758	-2.21835663746878	0.0910310006187838	-0.259559257369183	-0.542590888071409	0.0234723733330428	0.0662393452570257	0.0910310006187838	0	0	3	3
O95396			21.0113187010082	1	20.5944172151041	1	21.1144979132714	1	20.8896199485339	1	19.8912127873095	1	20.4406938545901	1									3	3	3	3
O95399			26.8057507591276	0	25.749498750577	0	27.0592018490501	0	25.8543610737781	0	26.8763099085087	0	26.0855157364269	0	26.4051063462447	7.92822449186776	0.000625049856504605	1.01729565196813	0.706910407154425	1.32768089678183	0.000167208385526292	0.000625049856504605	0	0	3	3
O95433			23.796497541614	0	23.8989216529188	0	21.4472866130152	1	23.4633866714456	0	23.4568857815786	0	22.9858440211466	0	23.1748037136198	-0.843212406957885	0.473943803910506	-0.549160803101074	-2.12698382630814	1.02866222010599	0.430155517679644	0.473943803910506	1	0	3	3
O95470			22.3416692721967	1	23.3247101538168	0	20.1041951239967	1	19.7447101386273	1	20.8772515183007	1	23.5417961588689	0	21.6557220609678	-0.963197904856046	0.412253898321758	-1.09603351227294	-3.8528258282187	1.66075880367283	0.371177875844047	0.412253898321758	3	1	3	3
O95573			21.5147987964241	0	24.2081396755126	0	21.6238172049976	0	24.9278669185137	0	21.4889051320079	0	24.9354855741976	0	23.1165022169422	-11.4349436888335	0.000161682293655472	-3.14799034493142	-3.81392126389204	-2.4820594259708	1.90386758833436e-05	0.000161682293655472	0	0	3	3
O95602			20.938160190226	1	23.4061344038627	0	21.5668570366279	1	23.3842957750497	0	21.4328163328178	1	23.5066388167757	0	22.3724837592266	-8.31293801958523	0.000526838980170109	-2.11974514533882	-2.73656582418072	-1.50292446649692	0.000126937652830842	0.000526838980170109	3	0	3	3
O95674			20.4784446582602	1	22.5967794001375	0	20.4880929161217	1	22.7967945656086	0	22.0677430819526	1	23.0224727980021	0	21.9083879033471	-3.71370265699319	0.0166857259705702	-1.79392203580456	-2.96420849951175	-0.623635572097374	0.00919931631106919	0.0166857259705702	3	0	3	3
O95684			19.9350877523105	1	20.9511963522016	1	20.0760466025366	1	21.0049822513869	1	19.7347459735771	1	21.4154993928207	1									3	3	3	3
O95721			19.1643951609151	1	22.1964952708516	0	21.2502535134793	1	22.8430300685251	0	19.8667891935474	1	20.8752545610817	1	21.0327029614	-2.61381087902948	0.0577565449113839	-1.87778067750554	-3.61825030977164	-0.137311045239452	0.038399731852315	0.0577565449113839	3	1	3	3
O95747			20.891518681963	1	23.8229877561703	0	21.7783354321531	1	23.788653820546	0	20.7110638214891	1	23.4997223127314	0	22.4153803041755	-7.54729619283413	0.000779429757330055	-2.57681531794749	-3.40270438572703	-1.75092625016795	0.000222156307644798	0.000779429757330055	3	0	3	3
O95757			22.9962790044116	0	22.8351467846561	0	21.2115410701661	1	23.1394926477929	0	20.2806214605939	1	23.2156532651368	0	22.2797890387929	-2.32322970776148	0.0808073625305597	-1.56728372080477	-3.20165685841162	0.0670894168020866	0.0574337353251623	0.0808073625305597	2	0	3	3
O95758			20.1156836627248	1	20.1333582979238	1	20.9751141737221	1	21.1931594746931	1	21.1416646946211	1	20.7627520999512	1									3	3	3	3
O95782			20.0592036057469	1	21.2420250316195	0	21.2949597838271	1	21.0888710356432	0	21.2220774824397	1	21.6948101549828	0	21.1003245157099	-1.12541073296386	0.342643265834199	-0.483155116743866	-1.52172898713516	0.555418753647429	0.301468139082384	0.342643265834199	3	0	3	3
O95793			23.8340281023667	0	23.7594891886066	0	23.0395409328099	0	23.7810675010444	0	23.5554354311769	0	23.7827679079175	0	23.6253881773203	-1.20259631807726	0.313014760194901	-0.298106710404948	-0.897734428874823	0.301521008064927	0.272375766570563	0.313014760194901	0	0	3	3
O95817			23.0560952266817	0	20.264895483763	1	22.9709526567928	0	20.6894093126292	1	22.9452094799936	0	21.3653552701298	1	21.8819862383317	6.61551380242277	0.00136593363547809	2.21753243231534	1.40669046532119	3.02837439930948	0.000469333477407628	0.00136593363547809	0	3	3	3
O95831			22.620554552761	0	22.4989679878124	0	23.0468182668943	0	22.7634660729444	0	22.9145347724695	0	22.8752273933677	0	22.7865948410415	0.608759919697416	0.59791695645432	0.148082046000138	-0.440336257186792	0.736500349187067	0.563977225834328	0.59791695645432	0	0	3	3
O95834			22.4814388718133	1	22.0401264795125	0	20.8009587708796	1	22.422959929359	0	20.5063980023074	1	22.1626937272032	0	21.7357626301792	-1.72910951809097	0.167467710112859	-0.945661497024833	-2.2706403626291	0.379317368579429	0.132477475995076	0.167467710112859	3	0	3	3
O95861			21.0347375373231	1	22.3982739881929	0	20.9126846624212	1	22.1129574038075	0	20.14963607598	1	20.5949844567258	1	21.2005456874084	-1.80554957416683	0.153220297782013	-1.00305252433398	-2.34894387941219	0.342838830744217	0.118986294050524	0.153220297782013	3	1	3	3
O95881			20.0839443057353	1	22.8660661996941	0	20.8502655790468	1	20.4135632452599	1	20.5986254034217	1	22.8159320455316	0	21.2713994631149	-2.13081070823487	0.10165519095398	-1.52090873409393	-3.25014378047282	0.208326312284954	0.0752339923086553	0.10165519095398	3	1	3	3
O95994			20.4246398126439	1	24.5493372151286	0	21.2752507492481	1	24.6862957631325	0	20.5613874093707	1	24.6548540741018	0	22.6919608372709	-13.1644444579138	0.000104666696973727	-3.8764030270334	-4.58869197472668	-3.16411407934012	8.0901794762301e-06	0.000104666696973727	3	0	3	3
O96000			20.5219666865843	1	25.5156291037509	0	21.6506245363874	1	24.5462195267257	0	22.2663370465089	0	25.065953815792	0	23.2611217859582	-7.10637112580257	0.00101497062134379	-3.56295805892938	-4.77762880216179	-2.34828731569696	0.000323000916333439	0.00101497062134379	2	0	3	3
O96005			20.2169234461651	1	25.0508417350551	0	20.7068439492722	1	24.6818534866767	0	21.035991303313	1	24.8393245223759	0	22.755296407143	-14.4633311084186	7.84459727270789e-05	-4.20408701511911	-4.90721306112359	-3.50096096911464	4.54759262185965e-06	7.84459727270789e-05	3	0	3	3
O96019			23.0536283024129	0	22.6285194088687	0	20.8088571705307	1	20.1389803519869	1	21.2287793429205	1	22.3755994804826	0	21.705727342867	-0.0199084170381857	0.988316966901038	-0.0172781418247219	-2.11987518978084	2.0853189061314	0.98473610832531	0.988316966901038	2	1	3	3
P00167			27.4422931837173	0	26.0781219716356	0	27.7173806446825	0	25.8054309719956	0	26.9086194754348	0	26.3001274121517	0	26.7086622766029	5.51584164114547	0.00314999321085638	1.29487098268386	0.726135328638785	1.86360663672894	0.0012990086514888	0.00314999321085638	0	0	3	3
P00338			19.9597133370376	0	29.1965271632956	0	21.6293811049012	1	29.3091044829508	0	20.3566502070091	1	29.1750282067018	0	24.9377340836493	-20.5882469935122	2.51918081494678e-05	-8.57830506800014	-9.58773891452032	-7.56887122147997	5.50125455662338e-07	2.51918081494678e-05	2	0	3	3
P00367			25.570684941808	0	24.6325630634924	0	25.8886009418381	0	24.7483730441571	0	25.6403351954113	0	24.3808658108278	0	25.1435704995891	7.31342912912718	0.000881810878953744	1.11260638686006	0.744604276206463	1.48060849751365	0.000266071340531953	0.000881810878953744	0	0	3	3
P00387			25.8945570892127	0	23.042466292654	0	26.1778626350701	0	22.955710915222	0	25.732830714894	0	22.4971901148212	0	24.3834362936457	14.9267487467575	7.16424741001056e-05	3.10329437215986	2.60035039406039	3.60623835025933	3.75721364104367e-06	7.16424741001056e-05	0	0	3	3
P00492			24.7735919905488	0	23.8541470258327	0	24.7858136235443	0	23.6397558053449	0	25.163384948988	0	24.4796968929098	0	24.4493983811947	3.60781781490505	0.0187130336644089	0.91639694633124	0.301029128334952	1.53176476432753	0.0104752308012724	0.0187130336644089	0	0	3	3
P00558			28.6141067539236	0	27.8920339434267	0	28.4138925220068	0	27.8988524771598	0	28.6226141228114	0	27.8537069386316	0	28.2158677929933	7.71897073859188	0.000698066470017112	0.668673346507834	0.459124904612922	0.878221788402747	0.000195171965952852	0.000698066470017112	0	0	3	3
P00568			24.9146077621128	0	22.0439684568361	0	20.4710789200489	1	22.0416310806626	0	25.218043162768	0	21.3203642692993	0	22.668282275288	1.37718319116659	0.255862323178171	1.73258867937723	-1.31530283299628	4.78048019175074	0.215690702389328	0.255862323178171	1	0	3	3
P00966			19.626183908918	1	24.7586254058243	0	19.1307163451788	0	24.6866697882558	0	18.4465341018466	0	24.8608388154104	0	21.918261394239	-16.3499214217006	5.3605817211129e-05	-5.7008998845157	-6.5443464276514	-4.85745334138	2.13803930595721e-06	5.3605817211129e-05	1	0	3	3
P02452			25.3592082615829	0	20.7538221202488	1	25.6510258439229	0	20.6205612226809	1	25.4168021654687	0	21.7779898605153	1	23.2632349124033	12.516514614253	0.00012699847156941	4.42488768917649	3.56841289404701	5.28136248430598	1.15801746418967e-05	0.00012699847156941	0	3	3	3
P02511			25.3687963082371	0	21.4582884505715	0	22.9723733487641	0	21.2065160000947	0	23.0697604878079	0	21.6620128923109	0	22.622957914631	3.54370133871141	0.0200662765338756	2.361370933944	0.747001797646553	3.97574007024144	0.0113418084756688	0.0200662765338756	0	0	3	3
P02545			28.0892186661859	0	27.9188325813967	0	28.2268783391829	0	27.8806949143391	0	28.1482174363573	0	28.1287852624342	0	28.0654378666494	1.85001681619461	0.14419209803686	0.178667227852028	-0.0549468665769394	0.412281322280995	0.111452829400472	0.14419209803686	0	0	3	3
P02751			22.5046037122629	0	16.9304139513827	0	26.5054580789396	0	17.3908742745361	0	25.8833894591649	0	21.7419637804006	1	21.8261172094478	3.94102178651957	0.0131601426388158	6.27673308134931	2.4182147273012	10.1352514353974	0.00700125945941831	0.0131601426388158	0	1	3	3
P02786			21.2520442262896	1	26.4395217387292	0	20.2406695914444	1	26.4802980190633	0	20.5555999428121	1	26.5811840283876	0	23.5915529244544	-19.8902194462184	2.63779063434901e-05	-5.81756334187799	-6.52512356032199	-5.110003123434	6.37147496219568e-07	2.63779063434901e-05	3	0	3	3
P04075			29.1603632147023	0	30.0853739054032	0	29.1813457224496	0	30.0921963659858	0	29.5341004246068	0	29.9792378207155	0	29.6721029089772	-6.45815114560478	0.00154858438122887	-0.76033291011527	-1.0455603667571	-0.475105453473441	0.000551601868645104	0.00154858438122887	0	0	3	3
P04083			26.7873091610392	0	21.2059524093183	1	26.6990909555527	0	20.7856389674187	1	26.996365215236	0	21.2059696555776	1	23.9467210606904	29.5546002827312	8.39155439145437e-06	5.76173476650444	5.29015192999934	6.23331760300954	5.36636794887116e-08	8.39155439145437e-06	0	3	3	3
P04181			20.6299648726494	0	25.5112314663402	0	21.0849848115794	0	25.788653820546	0	20.5877445596506	0	23.4779074460823	0	22.8467478294747	-6.61001644476774	0.00140114969069702	-4.15836616302971	-5.68247483385866	-2.63425749220076	0.000484818099498427	0.00140114969069702	0	0	3	3
P04183			21.2430456889464	1	24.580896610309	0	20.4050644984299	1	24.8714533323075	0	24.0317052406096	0	24.5512750193701	0	23.2805733983287	-3.08501445420877	0.0336665450339848	-2.77460317800018	-4.9535138284863	-0.595692527514061	0.0203910293895451	0.0336665450339848	2	0	3	3
P04406			30.3977470204021	0	31.2937315809659	0	30.0410074885123	0	30.9957050323043	0	30.3311669384443	0	30.9362806201038	0	30.6659397801221	-5.98437876895656	0.0021852983638751	-0.818598595338454	-1.14999490436508	-0.487202286311831	0.000837961631075295	0.0021852983638751	0	0	3	3
P04424			22.1081147508889	0	21.4207518139318	0	22.0138964724808	0	21.6650096859773	0	22.2348525065883	0	22.4473567009963	0	21.9816636551439	0.835329165752195	0.476980487683924	0.274581843017504	-0.520558865872734	1.06972255190774	0.434063765060189	0.476980487683924	0	0	3	3
P04626			17.6606644774613	0	25.8949733312932	0	20.4577900639317	1	25.6140856858645	0	17.6671254055447	0	25.7025825644039	0	22.1662035880832	-9.21693832111717	0.000347512132475406	-7.14202054487463	-9.01930532609165	-5.26473576365761	7.19786602892901e-05	0.000347512132475406	1	0	3	3
P04632			22.8592375104958	0	25.4628564465865	0	23.8839953300378	0	25.362221829816	0	24.0169082386815	0	25.554001151434	0	24.5232034178419	-5.91499742069881	0.00230272094828107	-1.87297944954043	-2.64011869001698	-1.10584020906387	0.000892721527050994	0.00230272094828107	0	0	3	3
P04792			21.4917305429737	1	29.6538125710832	0	22.1575963312129	1	29.8423911570548	0	21.0115219082907	1	29.5902977581391	0	25.6245583781257	-28.3547820402481	8.39155439145437e-06	-8.14188423459986	-8.83753994637172	-7.44622852282801	7.56523119349982e-08	8.39155439145437e-06	3	0	3	3
P04843			23.1395082609532	0	24.6691471786263	0	21.4835028771083	0	24.8469460538982	0	21.6118479115801	0	23.5136427907205	0	23.2107658454811	-3.95480407410051	0.0130064236830929	-2.26495899120112	-3.65245299777471	-0.87746498462754	0.00688806375004375	0.0130064236830929	0	0	3	3
P04844			20.9956977114633	1	23.5541475718542	0	22.8590858155227	0	23.2517499462344	0	20.1181706725546	1	23.2606921656157	0	22.3399239805408	-2.98115978896958	0.0379704772142054	-2.03121182805464	-3.6819025402221	-0.380521115887186	0.0233858729798213	0.0379704772142054	2	0	3	3
P04899			23.7514410860893	0	19.9291140245344	1	24.2064265703813	0	20.4934185458474	1	23.4322431701934	0	20.6729235151299	1	22.0809278186959	10.4902013576652	0.000209878051554548	3.4315515803841	2.64026003614546	4.22284312462274	3.20026432789423e-05	0.000209878051554548	0	3	3	3
P05023			25.8909214323353	0	27.3259455142812	0	25.8531239137537	0	27.2350753620539	0	25.6579911101703	0	27.2699038380614	0	26.538826861776	-14.6875046346289	7.36792849795681e-05	-1.47629608604572	-1.71943544638444	-1.233156725707	4.13778593182357e-06	7.36792849795681e-05	0	0	3	3
P05091			25.6576368304755	0	26.7623055904461	0	26.1948283786489	0	26.755063194037	0	25.6994352015008	0	26.4242870230971	0	26.2489260363676	-4.33424817038796	0.00887339507523032	-0.796585132318363	-1.24184562993781	-0.351324634698913	0.00444741419833404	0.00887339507523032	0	0	3	3
P17252			22.6517813565053	0	20.8865881937895	1	20.9735824653462	0	20.5620672351504	0	20.2345538406694	1	21.0152244664048	0	21.0539662596443	0.735779766863197	0.527368095066013	0.465345922392089	-1.0668835693729	1.99757541415708	0.488516097724193	0.527368095066013	1	1	3	3
P05141			25.4307447629669	0	27.9255825085839	0	26.2470442298657	0	28.1851797212713	0	25.8771294553181	0	28.0190314105745	0	26.9474520147634	-10.3396087052842	0.000222788463672557	-2.19162506409304	-2.70514570003179	-1.6781044281543	3.64587401299897e-05	0.000222788463672557	0	0	3	3
P05165			20.9833091495524	1	22.8995118178506	0	21.0755180828129	1	22.894284154221	0	21.1372463112236	1	22.7270030605915	0	21.952812096042	-8.06978676999441	0.000587942711076576	-1.77490849635808	-2.3069478130948	-1.24286917962136	0.000150891094328228	0.000587942711076576	3	0	3	3
P05166			21.0819709598135	1	21.7998997526213	0	21.4894136113231	1	22.4051736717282	0	20.9796068086971	1	20.3730387524884	1	21.3548505927786	-0.620537920991886	0.592599550923939	-0.342373599001412	-1.67905432941313	0.994307131410307	0.55681455388747	0.592599550923939	3	1	3	3
P05198			27.1846123639693	0	25.9522263305349	0	24.8148472425599	0	26.0253188725925	0	26.7429111490646	0	26.3660300017655	0	26.1809909934145	0.222888778277496	0.850230267582019	0.132931850233597	-1.31196415838937	1.57782785885656	0.8307201527462	0.850230267582019	0	0	3	3
P05386			24.6459240024253	0	25.576059405305	0	25.5879219217818	0	25.5289507586729	0	21.4524369864883	1	25.2752961654259	0	24.6777648733499	-1.55062309736069	0.207089833107945	-1.56467447290278	-4.00930648250718	0.87995753670162	0.169948721735324	0.207089833107945	1	0	3	3
P05387			28.0788243820829	0	26.2878180418207	0	28.1928643069179	0	26.6500671970334	0	27.9913456385827	0	25.7185830430976	0	27.1532504349225	8.00343839017662	0.000622828838520345	1.86885534854391	1.30314408319704	2.43456661389077	0.000163826460655656	0.000622828838520345	0	0	3	3
P05388			27.364611463481	0	27.0300218156335	0	27.2400896315174	0	27.1619253143803	0	27.4849290726595	0	27.1026953159762	0	27.2307121022747	2.72862698631586	0.0500487465276756	0.264995907222627	0.0300732986798723	0.499918515765381	0.0326102641928514	0.0500487465276756	0	0	3	3
P05455			26.1701452752921	0	26.448639498707	0	26.2168043137695	0	26.3024477415787	0	26.2508794068433	0	26.6147035544503	0	26.3339366317735	-2.1936321752997	0.0939454886716391	-0.242653932943696	-0.510233745596621	0.0249258797092286	0.0685870143744032	0.0939454886716391	0	0	3	3
P05783			22.1075402008849	0	29.8245666623793	0	20.47654845258	0	29.4431235800964	0	21.2431544487929	1	31.316837811967	0	25.7352951927834	-14.8917514102053	7.28848361864513e-05	-8.91909498406164	-10.3701061571451	-7.46808381097819	4.02751127827374e-06	7.28848361864513e-05	1	0	3	3
P08590			24.1464704794849	0	23.3477327340573	0	23.3543397886446	0	22.8866581432704	0	22.9062080069973	0	23.054340666703	0	23.2826249698596	1.03519637343344	0.379730245122814	0.372762243698695	-0.499616190075836	1.24514067747323	0.338913829886183	0.379730245122814	0	0	3	3
P06396			26.8529334872437	0	25.1917824560956	0	27.0303376074791	0	25.2661368449903	0	26.7942679103008	0	24.9455667153652	0	26.0135041702458	13.6696268471976	9.25469357448536e-05	1.75801766285748	1.44692025472568	2.06911507098928	6.42687053783706e-06	9.25469357448536e-05	0	0	3	3
P06454			28.8337024607121	0	26.5070473086758	0	28.9299051300996	0	26.884135110267	0	28.6008079805768	0	27.6577867286564	0	27.9022307864979	6.11170236557808	0.0019784724876972	1.77181547459642	1.06946797674797	2.47416297244487	0.000747107551213257	0.0019784724876972	0	0	3	3
P06493			24.2134893259203	0	23.9228863262244	0	24.161233392736	0	24.5536789741917	0	24.3297821070205	0	24.3215483072093	0	24.2504364055503	-0.157954172652888	0.894560547814767	-0.0312029273162189	-0.509055638580275	0.446649783947838	0.879435127924179	0.894560547814767	0	0	3	3
P06576			26.6811028369934	0	27.1276050632757	0	26.6848521857851	0	27.1228745882429	0	26.7012080907262	0	27.050198235411	0	26.8946401667391	-5.21668823827287	0.00395443282267358	-0.411171591141631	-0.601830909333963	-0.2205122729493	0.00170737890592488	0.00395443282267358	0	0	3	3
P06703			19.5901947640801	1	27.2252701114049	0	27.9665875639362	0	27.7307854219381	0	27.6229631478623	0	27.333898507884	0	26.2449499195176	-1.08076642148316	0.361915475680638	-2.37006952178282	-7.68288812453308	2.94274908096745	0.319682228456664	0.361915475680638	1	0	3	3
P06730			23.3711917068813	0	24.8394206411701	0	23.5162906008322	0	24.8707010960702	0	24.0196253392027	0	24.7776105023657	0	24.2324733144204	-5.88537809165588	0.00230622431402212	-1.1935415308966	-1.68410249344297	-0.70298056835024	0.000895472363475981	0.00230622431402212	0	0	3	3
P06733			29.9594745658941	0	29.7862811455708	0	29.885444891698	0	30.1515840613615	0	29.9178372760513	0	29.8449666501936	0	29.9242647651282	-0.0610866368086101	0.961321829562675	-0.00669170782749617	-0.272082897253352	0.258699481598359	0.953194712646082	0.961321829562675	0	0	3	3
P06737			20.5376962739537	1	22.3579406833834	0	20.7503102703276	1	23.1851192137885	0	20.62868282815	1	22.8562955773573	0	21.7193408078267	-7.23718231579427	0.000920518110299912	-2.1608887006993	-2.88314727015762	-1.43863013124098	0.000282476327475392	0.000920518110299912	3	0	3	3
P06748			29.5129386485422	0	29.5641276214421	0	28.9156166936177	0	29.343143110784	0	28.9777103509689	0	29.9335396568341	0	29.3745126803648	-2.23735389395128	0.0895347747657068	-0.478181565310496	-0.995971841875369	0.0396087112543763	0.0647721377834038	0.0895347747657068	0	0	3	3
P06753			27.5689904391634	0	26.5994606945544	0	27.913592418355	0	26.797611066421	0	27.7849405101916	0	26.7375058624813	0	27.2336834985278	8.84677453330441	0.00039769143347645	1.04431524808443	0.758768986811773	1.32986150935708	8.81357222740683e-05	0.00039769143347645	0	0	3	3
P33778			30.0515471789791	0	31.4041071104117	0	29.7314167947912	0	31.1600866670404	0	29.8444429397603	0	34.3238859921029	0	31.0859144471809	-2.95896526964482	0.0388748125655983	-2.42022428534146	-4.40180374681013	-0.438644823872794	0.0240854816982511	0.0388748125655983	0	0	3	3
P07108			20.7924596775581	1	23.5562543798496	0	20.6743701982136	1	24.0180126780095	0	22.6683249575417	0	23.4018451141272	0	22.5185445008833	-3.97391776611638	0.0127453826131553	-2.28031911289095	-3.67050378914844	-0.890134436633453	0.00673442619958386	0.0127453826131553	2	0	3	3
P07195			21.3365806522368	0	26.9751974202006	0	20.6399439436421	1	27.0411380786949	0	20.0453893455493	1	29.7970389457454	0	24.3058813976782	-8.96392015054003	0.000386648858942137	-7.2638201677376	-9.22701250376542	-5.30062783170978	8.47545506014467e-05	0.000386648858942137	2	0	3	3
P07237			28.1011929779868	0	27.4734395781657	0	28.149865399963	0	27.4038126217153	0	28.0006154805924	0	27.483699677578	0	27.7687709560002	7.87207413166019	0.000645483297567072	0.630240660361068	0.436577479199853	0.823903841522282	0.000174233716191112	0.000645483297567072	0	0	3	3
P07305			24.7582695801866	0	25.524892458159	0	19.7824805463968	1	25.0697686810052	0	21.6963393337113	0	25.4600773783901	0	23.7153046629748	-2.78584159732704	0.0470604877290088	-3.27254968575321	-6.11848861029321	-0.426610761213219	0.0303790225738589	0.0470604877290088	1	0	3	3
