ProteinId	GeneName	Description	intensities_LFQ.intensity.1_hu_C1	imputed_LFQ.intensity.1_hu_C1	intensities_LFQ.intensity.2_hu_P1	imputed_LFQ.intensity.2_hu_P1	intensities_LFQ.intensity.3_hu_C2	imputed_LFQ.intensity.3_hu_C2	intensities_LFQ.intensity.4_hu_P2	imputed_LFQ.intensity.4_hu_P2	intensities_LFQ.intensity.5_hu_C3	imputed_LFQ.intensity.5_hu_C3	intensities_LFQ.intensity.6_hu_P3	imputed_LFQ.intensity.6_hu_P3	AveExpr	t	adj.P.Val	logFC AZD8931_resistant_SKBR3_AZDRc - Parental_SKBR3	CI.L AZD8931_resistant_SKBR3_AZDRc - Parental_SKBR3	CI.R AZD8931_resistant_SKBR3_AZDRc - Parental_SKBR3	P.Value AZD8931_resistant_SKBR3_AZDRc - Parental_SKBR3	adj.P.Val AZD8931_resistant_SKBR3_AZDRc - Parental_SKBR3	NImputed: AZD8931_resistant_SKBR3_AZDRc	NImputed: Parental_SKBR3	NReplicates: AZD8931_resistant_SKBR3_AZDRc	NReplicates: Parental_SKBR3
P63167			25.7844663129954	0	25.7416774392396	0	25.7742960386167	0	25.6783112851019	0	25.8513138462755	0	25.6701202558444	0	25.7500308630123	1.1444726081324	0.335584234550357	0.106655739233886	-0.118772669570201	0.332084148037974	0.294041500200826	0.335584234550357	0	0	3	3
P63172			22.932019341095	0	22.779405167524	0	22.7444569370007	0	23.5179730442192	0	23.6748680972124	0	22.9754029893241	0	23.1040209293959	0.0755257204121621	0.951333482244162	0.0261877247469471	-0.81287790646131	0.865253355955205	0.942141854396392	0.951333482244162	0	0	3	3
P63173			24.3192068282768	0	23.5914931277266	0	24.5076069060863	0	24.4499778131938	0	24.8731444311424	0	23.6987996063481	0	24.2400381187957	2.31863530508352	0.0811899481470874	0.653229206079008	-0.0293120305999119	1.33577044275793	0.0578037130829807	0.0811899481470874	0	0	3	3
P63208			24.6654651745717	0	24.0432676415216	0	25.2081396755126	0	23.7107232097562	0	25.3571957132466	0	23.3104962945971	0	24.3825479515343	5.20918533432197	0.00403612265436756	1.388771139152	0.742884026890156	2.03465825141383	0.00175594211730491	0.00403612265436756	0	0	3	3
P63220			26.8494776431772	0	25.9620591508245	0	25.5016975045064	0	25.1664530452922	0	25.1654949659109	0	25.5242946852358	0	25.6949128324912	0.626751166902328	0.589283157454101	0.287954410747329	-0.82512033565211	1.40102915714677	0.552986731089174	0.589283157454101	0	0	3	3
P63241			28.3072596735155	0	27.1518985242037	0	28.0572403327168	0	27.0382100216485	0	28.1252910395078	0	27.0630140074198	0	27.6238189331687	11.244475234809	0.00016619480954442	1.07888949748936	0.846793531960723	1.310985463018	2.10718306213017e-05	0.00016619480954442	0	0	3	3
P63244			28.253767144175	0	27.087601068213	0	28.3220385035244	0	27.1285886296084	0	28.0013136931232	0	27.2950901128707	0	27.6813998585858	8.80943963962995	0.000403316952196589	1.02194651004347	0.741332274640945	1.30256074544599	9.03566360295499e-05	0.000403316952196589	0	0	3	3
P63261			29.3781143018531	0	24.337560929	0	28.1128699342505	0	23.8721112174227	0	28.0781117892596	0	25.284397702222	0	26.510527645668	8.32804566928961	0.000536004518042814	4.02500872557285	2.85410962174952	5.19590782939618	0.000130167584683323	0.000536004518042814	0	0	3	3
P63272			24.1082902622052	0	22.7853846167276	0	24.3165853762308	0	23.027425493239	0	24.1904643243996	0	23.5854311346504	0	23.6689302012421	4.23731244185083	0.00966137890935597	1.07236623940622	0.460181551444037	1.68455092736841	0.00488903111475864	0.00966137890935597	0	0	3	3
P63313			26.7027939057151	0	23.6585087471241	0	26.2660474603419	0	22.8561625741728	0	26.5233227756618	0	22.9828536542449	0	24.8316148528768	13.5183900113647	9.85631563154929e-05	3.33154638872565	2.73448822843786	3.92860454901343	7.26129533242158e-06	9.85631563154929e-05	0	0	3	3
P67775			24.3418418255106	0	23.2105346103732	0	24.517252237289	0	21.7952691932717	0	24.1239994813259	0	23.7827679079175	0	23.628610875948	2.75298155778012	0.0489267558162175	1.39817394418774	0.167753190090248	2.62859469828522	0.0317610280811798	0.0489267558162175	0	0	3	3
P67809			27.7162688417446	0	26.8537664177205	0	27.7691965024956	0	26.8847173821564	0	27.6672261283166	0	26.9899933062806	0	27.3135280964524	9.75178977482346	0.000272375110053818	0.808071455466401	0.607626443383856	1.00851646754894	4.95077947621976e-05	0.000272375110053818	0	0	3	3
P67936			26.13131942604	0	25.0097514069354	0	26.1989732754392	0	24.7974379078895	0	26.1164835734066	0	25.3149963907504	0	25.5948269967435	7.28806557732337	0.000893530595417021	1.10819685643684	0.740377601560762	1.47601611131293	0.000271404522641764	0.000893530595417021	0	0	3	3
P68036			25.3004416601379	0	24.2978208330237	0	24.6719025279045	0	24.4856047936678	0	25.6551544336235	0	24.5703954242295	0	24.8302199454312	2.9105184747683	0.0409490061010784	0.757892523581631	0.1270324997266	1.38875254743666	0.0256920394559302	0.0409490061010784	0	0	3	3
P68104			29.8077017693672	0	30.409630316127	0	29.9294536971533	0	30.4362882627596	0	29.890193780172	0	30.189781246873	0	30.110508178742	-5.195636522193	0.00401679987781617	-0.469450193022375	-0.688015173824129	-0.250885212220621	0.00174400912569434	0.00401679987781617	0	0	3	3
P68363			22.1641372362579	0	26.9802189122466	0	23.4761775957061	0	27.9194010191664	0	22.9245363537241	0	26.9003505431542	0	25.0608036100426	-10.6738899185992	0.000201785147991324	-4.41170642962638	-5.41304197086672	-3.41037088838604	3.01585872138355e-05	0.000201785147991324	0	0	3	3
P68366			25.949535004259	0	24.6157140416987	0	25.9906858587805	0	24.8447930986547	0	25.9399075454226	0	24.7631418399334	0	25.3506295647915	11.0800120970384	0.000171297730466774	1.21882647605843	0.95273469330318	1.48491825881368	2.30306132450471e-05	0.000171297730466774	0	0	3	3
P68371			29.0579374926738	0	29.2652829954181	0	29.0252238121715	0	29.3983588071273	0	29.0838280564863	0	29.1253156763247	0	29.159324473367	-2.31608191277511	0.0811679070879463	-0.207322705846142	-0.423855046961741	0.00920963526945731	0.0577390063705319	0.0811679070879463	0	0	3	3
P68400			20.2562543287497	1	19.9307587053217	1	19.7826583385014	1	20.6402205325227	1	20.5567261212819	1	21.6296418918778	1									3	3	3	3
P68402			23.2279378704912	0	23.6316753194196	0	22.4095048853187	0	23.9403781246438	0	23.5486319132124	0	23.4036663705072	0	23.3602990805988	-1.7127920436412	0.170562865449996	-0.596548381849463	-1.44034305746607	0.247246293767146	0.135543919645045	0.170562865449996	0	0	3	3
P78316			20.4869753033318	1	21.4434413767982	0	20.788648122791	1	21.1093588248296	0	20.9327357377837	1	21.1006597727336	0	20.976969856378	-1.67851723604447	0.17733901327739	-0.481700270151634	-1.17589434541011	0.212493805106838	0.141892628377138	0.17733901327739	3	0	3	3
P78344			24.0305270494123	0	22.7484958911867	0	24.0360729746238	0	22.5144617237674	0	23.2477432811066	0	22.8330437162254	0	23.235057439387	3.68580136135139	0.0170225695564856	1.07278065798775	0.368722027263189	1.77683928871232	0.00940558643972481	0.0170225695564856	0	0	3	3
P78347			22.1403355167456	0	25.2379766463067	0	23.2303295119832	0	24.9009032822335	0	22.3241607649903	0	25.3505343139275	0	23.8640400060311	-7.9755972151348	0.000625049856504605	-2.5981961495829	-3.3874277526143	-1.8089645465515	0.000167151320126683	0.000625049856504605	0	0	3	3
P78371			25.600737102145	0	26.9526040488355	0	25.3504331467145	0	27.0631168990534	0	25.6586994086675	0	27.2255459349486	0	26.3085227567274	-12.0398644390018	0.000139386290258945	-1.54379907510352	-1.85396850902657	-1.23362964118047	1.39327378213254e-05	0.000139386290258945	0	0	3	3
P78406			22.8555924216022	0	23.6015024049931	0	22.9387102378195	0	23.3772952726742	0	22.8932659750439	0	23.24110858679	0	23.1512458164871	-2.42042299949752	0.071916398587885	-0.510779209997232	-1.02125101442197	-0.000307405572489317	0.0498985156868839	0.071916398587885	0	0	3	3
P78417			19.8890273586816	1	23.5689469641965	0	20.5314774403619	1	23.8444100144675	0	20.7350748458316	1	24.1289622090662	0	22.1163164721009	-10.918108095917	0.000179636941339636	-3.46224651428501	-4.22932608235764	-2.69516694621238	2.51665280137655e-05	0.000179636941339636	3	0	3	3
P78527			17.8545884054846	0	26.6203084373387	0	19.9130493359663	1	26.3937354351303	0	18.0958399670049	0	26.2517824458318	0	22.5215506711261	-13.83532984675	9.21487261175671e-05	-7.80078286994832	-9.16676311217792	-6.43480262771873	6.30703668362761e-06	9.21487261175671e-05	1	0	3	3
P82650			20.0988504779304	1	22.3509726232248	0	21.0419654753019	1	22.3389485152134	0	20.6551172487712	1	22.2786105291211	0	21.4607441449271	-5.35697120943762	0.00353678820145928	-1.72419948851861	-2.50277012016043	-0.945628856876796	0.00148434045894577	0.00353678820145928	3	0	3	3
P82663			20.5552849156019	1	22.0695638371137	0	20.452922806045	1	19.5555473488297	1	21.1947349589482	1	21.8547177497965	0	20.9471286027225	-0.595272853532195	0.605837125566885	-0.425628751714882	-2.15787897180222	1.30662146837245	0.572545351154695	0.605837125566885	3	1	3	3
P82675			21.7144233485603	1	20.87219675296	1	20.9232144991082	1	19.1820819959143	1	21.1875723903025	1	20.8251586561636	1									3	3	3	3
P82909			21.030482004623	1	23.0518541468457	0	21.4224980452376	0	23.0043946797507	0	20.4142861776039	1	23.8409576715895	0	22.1274121209417	-6.1718330364314	0.00189140083932191	-2.3433134235738	-3.26315271569665	-1.42347413145095	0.000708133164480426	0.00189140083932191	2	0	3	3
P82912			21.3295429628069	1	22.1361788369762	0	21.0216723164226	1	21.9872501313961	0	20.3912568234446	1	21.9717947172019	0	21.4729492980414	-3.43870094293089	0.0223611890193818	-1.11758386096671	-1.90375216772738	-0.331415554206031	0.0128009705255881	0.0223611890193818	3	0	3	3
P82930			20.8251390634251	1	21.8680463308428	0	20.9928523789845	1	21.5259260207829	0	21.348550173	1	21.6054867523536	0	21.3610001198981	-2.16788082755901	0.0970975260763725	-0.61097249618987	-1.29270825402394	0.0707632616441955	0.0711227651755072	0.0970975260763725	3	0	3	3
P82933			21.0755028406086	1	23.3877176039722	0	21.1768161995796	1	23.273696587155	0	20.3806602924972	1	22.9638105004617	0	22.0430340040457	-7.62284011171813	0.000742327039516661	-2.33074845296782	-3.07036805409411	-1.59112885184152	0.000209788076385143	0.000742327039516661	3	0	3	3
P82979			20.2203292509392	1	25.3101148723303	0	22.1652726005371	0	25.6208677298601	0	25.7971905025005	0	24.4843145060726	0	23.9330149103733	-1.796269883904	0.154819218562262	-2.41083491809541	-5.66239385241102	0.840724016220195	0.120549774972181	0.154819218562262	1	0	3	3
P83731			23.8725809517546	0	25.6778813357496	0	23.9864170463198	0	25.5264753595851	0	24.0796078278747	0	23.8109802781184	0	24.4923237999004	-2.07435663674382	0.109117631347004	-1.02557704916803	-2.22336685834403	0.172212760007967	0.0814601184370171	0.109117631347004	0	0	3	3
Q969Q0			28.1625016623636	0	27.4741361770884	0	28.5511649865713	0	27.6489022687779	0	28.5812917954064	0	27.5452475487718	0	27.9938740731632	6.56010226127613	0.00144633933236512	0.87555748323437	0.552209765188641	1.1989052012801	0.000505694730337806	0.00144633933236512	0	0	3	3
P84085			23.4696100226578	0	22.3634054438602	0	23.4441747298291	0	23.8974451835144	0	23.9403781246438	0	22.5191495882684	0	23.2723605154623	1.53537026043271	0.210737594983802	0.69138755382922	-0.399560767854549	1.78233587551299	0.173578550457673	0.210737594983802	0	0	3	3
P84090			27.1040960880242	0	27.0351711132298	0	26.9529372475839	0	26.6928538426858	0	27.080197675074	0	27.1472471659321	0	27.0020838554216	0.634898172177161	0.585073104736412	0.0873196296114536	-0.245822311981637	0.420461571204544	0.54797607816798	0.585073104736412	0	0	3	3
P84095			27.1755993448886	0	27.1425807628097	0	27.3919835084863	0	27.2878884790359	0	27.2815353162954	0	27.2082513291332	0	27.2479731234415	0.742845537739064	0.524575619531484	0.0701325328971443	-0.158243657083706	0.298508722877995	0.48434548445872	0.524575619531484	0	0	3	3
P84098			27.3055647114554	0	26.7318213756966	0	27.6968380900148	0	26.6356105241455	0	27.4798510517004	0	26.5669602100932	0	27.069440993851	6.90456054623168	0.0011195316768638	0.849287247745135	0.551745178549076	1.14682931694119	0.00036897178819548	0.0011195316768638	0	0	3	3
P84103			26.2352762678017	0	26.8787671535862	0	26.3111202226897	0	26.9359575977567	0	26.3346487836677	0	26.7721576873211	0	26.5779879521372	-6.23459745132291	0.00177208003521184	-0.568612388168305	-0.789228749660025	-0.347996026676584	0.000652758950168612	0.00177208003521184	0	0	3	3
P98082			23.8214314506894	0	21.2253510251101	0	23.9652558571948	0	20.839168867492	1	23.0169252364611	0	20.7900283659761	1	22.2763601338206	8.04348554061255	0.00059395132998464	2.6496880952557	1.85283128770227	3.44654490280913	0.00015377959776875	0.00059395132998464	0	2	3	3
P98179			26.5483967359291	0	23.0862651831519	0	25.2076929745984	0	23.1973054955378	0	24.160079452044	0	24.1162455900051	0	24.3859975718777	2.95360617267607	0.0391147581655788	1.83878429795891	0.330532175866332	3.34703642005149	0.024257763669112	0.0391147581655788	0	0	3	3
Q00013			23.3341543275568	0	20.1115897264787	1	23.570684941808	0	21.2909471687935	1	23.3364716914693	0	20.3288820019605	1	21.9954549763445	7.81840100424916	0.000661997806240599	2.83663068786713	1.95892943795459	3.71433193777967	0.000181560531222471	0.000661997806240599	0	3	3	3
Q00059			20.9395830735137	1	24.125734437854	0	21.326882791582	1	24.0665287419495	0	22.4406557641573	1	24.0755333362349	0	22.8291530242152	-6.11051578094402	0.0019784724876972	-2.52022496226179	-3.51943591142456	-1.52101401309901	0.000747900831701961	0.0019784724876972	3	0	3	3
Q00325			25.0771645140228	0	24.611555282517	0	25.443226357833	0	24.7174852408575	0	25.5754824657464	0	23.9502027434632	0	24.8958527674067	3.78324167945728	0.0155400173852333	0.938876690254816	0.337647279997965	1.54010610051167	0.00845504569087874	0.0155400173852333	0	0	3	3
Q00341			26.0903297136346	0	24.9445841051634	0	26.1474024530579	0	25.1090080407859	0	25.8373767376911	0	25.3036500528587	0	25.5720585171986	6.24475071798252	0.00176199598902173	0.905955568525179	0.555024668468191	1.25688646858217	0.000646916401766432	0.00176199598902173	0	0	3	3
Q00577			22.2840446283745	0	21.7721325113743	0	22.4541014541613	0	21.9221967448028	0	22.391682028104	0	22.1929489392845	0	22.1695177176836	1.79395587206911	0.154819218562262	0.414183305059392	-0.144300586770998	0.972667196889782	0.120627640304078	0.154819218562262	0	0	3	3
Q00610			27.2010693186231	0	26.7902955931028	0	27.1482174363573	0	26.7969925476373	0	27.143067551302	0	26.8289300212856	0	26.9847620780514	4.64268530252413	0.0065389162504051	0.358712048085543	0.171813238583564	0.545610857587523	0.00311151328823624	0.0065389162504051	0	0	3	3
Q00688			24.9342260891569	0	25.071570054201	0	24.9851578279832	0	25.3817570663298	0	25.195354183215	0	25.325705388134	0	25.14896176817	-1.582415162162	0.199526190945688	-0.221431469436578	-0.559923715507518	0.117060776634363	0.162295760388793	0.199526190945688	0	0	3	3
Q00765			21.1833601421992	1	24.8444100144675	0	21.9653995240535	1	25.0423493920794	0	21.2448160308712	1	25.3070598584689	0	23.2645658270233	-12.2587424904506	0.000131727151743297	-3.60008118929727	-4.31047012870744	-2.8896922498871	1.24888311088683e-05	0.000131727151743297	3	0	3	3
Q00796			20.1674315151867	1	25.4785247474656	0	20.9962065901884	1	25.6166957817782	0	20.4305507095815	1	25.4760230438681	0	23.0275720646781	-17.8041582521331	4.20433302701872e-05	-4.99235158605175	-5.67063865114807	-4.31406452095542	1.26252391778386e-06	4.20433302701872e-05	3	0	3	3
Q00839			26.7818179276105	0	27.0770422396419	0	26.8649051452365	0	27.0604393287893	0	26.922863647867	0	27.1780716676043	0	26.9808566594583	-2.85443249093773	0.0433635002150308	-0.248655505107141	-0.459376651681691	-0.0379343585325915	0.0274949729624289	0.0433635002150308	0	0	3	3
Q01082			24.9561985293499	0	24.4819767625415	0	25.0673907018272	0	24.5576572112129	0	24.9244276187949	0	24.3297821070205	0	24.7195721551245	4.21733504493576	0.00986160565131666	0.52620025639904	0.22438390222559	0.82801661057249	0.00500226373617512	0.00986160565131666	0	0	3	3
Q01085			22.5758632717408	0	20.7894415617161	1	20.7133730749493	1	20.2082833189913	1	21.8261729434675	0	21.1824761615771	1	21.215935055407	1.79389973906287	0.155028664855443	0.978402749291014	-0.342939261553272	2.2997447601353	0.120952315817169	0.155028664855443	1	3	3	3
Q01105			27.4107829596293	0	27.8773635260642	0	27.4905249319631	0	27.7602128435859	0	27.3476482646618	0	27.8699719929944	0	27.6260840864831	-5.04789507982705	0.0045618618648856	-0.419530735463475	-0.620571108747566	-0.218490362179384	0.00202749416217138	0.0045618618648856	0	0	3	3
Q01130			27.1278018301938	0	26.3814270358939	0	27.3074768323992	0	26.5639967522193	0	26.9221831313257	0	26.3482732211071	0	26.7751931338565	5.32484759528813	0.00361814852439207	0.687921594899425	0.375413278796356	1.00042991100249	0.00153235207599374	0.00361814852439207	0	0	3	3
Q01518			26.6161068179019	0	26.6432011311474	0	23.8802628525898	0	26.3695452976439	0	25.9796085337128	0	25.5646219091762	0	25.8422244236953	-0.979558290229607	0.404970850898047	-0.700463377921032	-2.43287422839981	1.03194747255774	0.363642303916302	0.404970850898047	0	0	3	3
Q01581			24.1906903753819	0	20.1488121762282	1	24.3264256467071	0	22.2141566395833	0	24.7966955644049	0	20.8022091575734	1	22.7464982599798	6.17825875075141	0.00188368482205758	3.38287787103628	2.05635124467158	4.70940449740097	0.000704106826602441	0.00188368482205758	0	2	3	3
Q01650			21.2333414746583	1	25.8299462423003	0	21.5019920339741	1	25.9390556307479	0	20.1936007310686	1	26.2431806675093	0	23.4901861300431	-13.3856434559234	0.000103673255368644	-5.02774943361882	-5.93772581117348	-4.11777305606416	7.7098322649264e-06	0.000103673255368644	3	0	3	3
Q01658			22.0221171728472	0	21.8506034890161	0	23.0490807703914	0	22.2510708983285	0	21.1182856542994	1	22.7402831058456	0	22.1719068484547	-0.40902223332666	0.722326401597094	-0.21749129855073	-1.5057133115841	1.07073071448265	0.696155155162416	0.722326401597094	1	0	3	3
Q01813			19.5870046918081	1	23.924246375699	0	20.6563838252185	1	23.7952097305262	0	22.8052243026055	0	24.4202763703321	0	22.5313908826982	-3.79882220971027	0.0153185880980142	-3.03037321897509	-4.96297731795322	-1.09776911999697	0.00829756855309101	0.0153185880980142	2	0	3	3
Q01844			25.2682090157329	0	26.0255723364306	0	25.4990531732827	0	25.8701131384786	0	25.3571957132466	0	26.1151146324324	0	25.6892096682673	-5.2648443483884	0.00381045360561566	-0.628780735026457	-0.917678052371461	-0.339883417681452	0.00162680597775982	0.00381045360561566	0	0	3	3
Q02218			19.812061888289	1	24.5077278715868	0	20.9891779122709	1	24.2445241112122	0	21.0382259906101	1	24.0666108555578	0	22.4430547715878	-9.33742271818873	0.000331334137500731	-3.65979901572893	-4.60936677625382	-2.71023125520404	6.66827828260467e-05	0.000331334137500731	3	0	3	3
Q02543			26.0916214926515	0	25.9261030389079	0	26.2842388296836	0	25.9681598159873	0	26.2473521439136	0	26.171634794845	0	26.1148516859982	1.62756828356199	0.189025642747786	0.185771605502815	-0.0903306372455524	0.461873848251182	0.152384802577472	0.189025642747786	0	0	3	3
Q02790			22.7632229050178	0	26.0561241755762	0	21.1445113731113	0	25.4912745071235	0	21.1970654763981	0	24.7486801421199	0	23.5668130965578	-6.81316537834034	0.00122159684111779	-3.73042635676418	-5.05692034343888	-2.40393237008948	0.000409411984794911	0.00122159684111779	0	0	3	3
Q02878			28.2152588845648	0	27.1300627229633	0	28.419609521613	0	27.2270161038966	0	28.0028700275506	0	27.3516972272658	0	27.724419081309	7.56668452261404	0.000784960472889249	0.976320793200916	0.663725339855297	1.28891624654653	0.000226102744908316	0.000784960472889249	0	0	3	3
Q02880			21.4741733195849	0	21.105527472051	0	20.9020541422643	0	21.1352082633382	0	20.5161277199575	1	20.8008861910797	1	20.9889961847126	-0.143890046656222	0.904278173138613	-0.049755581554038	-0.886207287855631	0.786696124747555	0.890080568970978	0.904278173138613	1	1	3	3
Q02978			20.6744375175334	1	27.4173978780261	0	19.939800229445	1	27.3406200078627	0	20.6790170979489	1	27.444585497499	0	23.9159763713859	-28.4285044675083	8.39155439145437e-06	-6.96978284615352	-7.56283795556092	-6.37672773674612	6.84333426566638e-08	8.39155439145437e-06	3	0	3	3
Q03135			26.743039599854	0	21.0840564837334	1	27.0076359082701	0	20.0134861640058	1	26.6997528941011	0	22.0259485409362	1	23.9289865984834	11.725323870742	0.000154536940050776	5.77564573784993	4.5822858248578	6.96900565084205	1.71707711167529e-05	0.000154536940050776	0	3	3	3
Q03252			23.2992191999461	0	24.414481372195	0	23.262126969355	0	25.3924094059956	0	23.328550028816	0	24.3969553912971	0	24.0156237279342	-4.83186694435661	0.00561595503905917	-1.43798332379019	-2.15898226761625	-0.716984379964126	0.00258754450169212	0.00561595503905917	0	0	3	3
Q03468			21.1029675724468	0	23.3835049683201	0	20.6864563808551	1	23.6951926016461	0	21.0962261445778	0	22.2902180121718	0	22.0424276133363	-5.22345135961951	0.00399246352834842	-2.16108849475275	-3.16341852407495	-1.15875846543055	0.00173103189212208	0.00399246352834842	1	0	3	3
Q04323			20.9197977463995	1	20.7029235007629	1	21.4761658789049	1	20.6297056689661	1	20.367140310216	1	20.3787469893271	1									3	3	3	3
Q04446			22.2941787230145	0	21.1704890240989	1	22.797032140783	0	21.5804979391782	1	22.8148765722867	0	20.7603351265088	1	21.902901587645	4.63008509758487	0.00661224536037162	1.46492178209941	0.699580249662938	2.23026331453588	0.00315439241225458	0.00661224536037162	0	3	3	3
Q04637			25.0302744546396	0	25.2992890827256	0	24.8183625592995	0	25.5037609687284	0	24.5083930006017	0	25.7595653799107	0	25.1532742409842	-3.89519140285608	0.0137865016850312	-0.735195138941315	-1.19246183252841	-0.277928445354223	0.00739276177313266	0.0137865016850312	0	0	3	3
Q04721			20.7797472797687	1	21.3501930967385	1	20.7263485333032	1	21.1089983051098	1	21.0310893474069	1	20.9083641835584	1									3	3	3	3
Q04917			26.6945817009725	0	25.7828178895572	0	26.9614631189875	0	25.4086630028784	0	26.8836691234926	0	25.6600877541765	0	26.2318804316775	9.01173169666339	0.000367687775656203	1.22938176561352	0.89938602653948	1.55937750468756	7.90439904188455e-05	0.000367687775656203	0	0	3	3
Q05048			20.7652554499652	1	20.4267665240601	1	21.3003929676696	1	19.8699883982681	1	21.7701156018607	1	21.1481298613143	1									3	3	3	3
Q05193			22.1575221096892	0	20.2389415191553	1	21.8541850811219	0	20.7309713264371	1	21.9013545287751	0	20.5542615030638	1	21.2395393447071	5.22844182338246	0.00391341477529276	1.46296245697668	0.786115128079046	2.13980978587432	0.00168730564586898	0.00391341477529276	0	3	3	3
Q05519			21.3815207582382	1	21.7557419364616	1	21.7817990577313	1	21.4584160900871	1	21.1519502469419	1	20.5932157029329	1									3	3	3	3
Q05655			21.6986300670047	0	23.899106105395	0	21.7355670169002	1	23.2627004915414	0	20.2281167048235	1	23.2190408644432	0	22.340526875018	-4.68083669099915	0.00640981343893956	-2.2395112242171	-3.39862348466153	-1.08039896377268	0.00303846832703355	0.00640981343893956	2	0	3	3
Q06210			24.1543731303694	0	24.5999146577554	0	24.1723408244008	0	24.6949801437942	0	23.8832496066687	0	24.3865998218277	0	24.3152430308027	-3.04615978165953	0.0349979110426078	-0.490510353979488	-0.880026368047478	-0.100994339911498	0.0212819422825519	0.0349979110426078	0	0	3	3
Q06323			20.906318123781	0	25.178888504304	0	20.8576439172002	0	25.5416484794468	0	21.244698304162	0	25.0113733239594	0	23.1234284421422	-16.949706281139	4.88660844298968e-05	-4.24108332085567	-4.84634676678067	-3.63581987493066	1.71149329525001e-06	4.88660844298968e-05	0	0	3	3
Q06787			21.2212260058444	0	20.4057190306385	0	21.2367219638779	0	20.8936363051639	0	21.2518221665676	0	20.5210519705939	1	20.9216962404477	2.25586072967578	0.0872896144551655	0.629787609964541	-0.0455355538246989	1.30511077375378	0.0628343729540826	0.0872896144551655	0	1	3	3
Q06830			28.5268260507732	0	29.8679709470492	0	28.5528512346512	0	29.8093894910794	0	28.6427192805674	0	29.7767449568167	0	29.1960836601562	-17.4143851557187	4.46254554956358e-05	-1.24390294298449	-1.41668879062578	-1.07111709534321	1.44790327858982e-06	4.46254554956358e-05	0	0	3	3
Q07020			26.544319140362	0	25.4852362578072	0	27.1392662379792	0	25.3710254882002	0	26.4083714675337	0	25.5897514835745	0	26.0896616792428	5.93847805299828	0.00226435699312187	1.21531453876433	0.719511387098234	1.71111769043042	0.000873746448432894	0.00226435699312187	0	0	3	3
Q07021			21.9217610498079	0	27.2491620739477	0	21.8343753724674	0	25.3765668561875	0	21.0338669154629	1	27.0030309318808	0	24.0697938666257	-9.18595998177081	0.000350372497324308	-4.94625217475924	-6.25076228891518	-3.64174206060329	7.34174254659027e-05	0.000350372497324308	1	0	3	3
Q07065			21.3630672583102	1	22.9469412462777	0	21.3281826147636	1	22.4172529976094	0	21.9814284290393	1	22.9398403072877	0	22.162785475548	-4.02812607929819	0.011947996696026	-1.2104520830206	-1.93735157416423	-0.483552591876958	0.00623217142465107	0.011947996696026	3	0	3	3
Q07157			23.30382421777	0	22.5100725975122	0	23.4586389048368	0	22.4193378731886	0	22.6524817682938	0	22.6418515437597	0	22.8310344842269	2.14155878501948	0.0999471824791802	0.61456095881336	-0.0796073542051886	1.30872927183191	0.0738136498623414	0.0999471824791802	0	0	3	3
Q07666			23.8450803450551	0	25.5246234909941	0	24.2278057010952	0	25.1778246259006	0	24.2993589621202	0	25.252739050424	0	24.7212386959315	-6.76264633023533	0.00123327212269185	-1.19431405301609	-1.62151448691264	-0.767113619119532	0.000414814355277391	0.00123327212269185	0	0	3	3
Q07812			20.8442697490622	1	21.8067981805131	0	20.2967460423063	1	22.1909917216056	0	20.7361974662617	1	22.2956927160448	0	21.3617826459656	-4.92520760163801	0.00507764692860989	-1.47208978684446	-2.19509191667008	-0.749087657018838	0.00230272514697224	0.00507764692860989	3	0	3	3
Q07955			25.689658503526	0	25.8301397270758	0	26.0371418938339	0	25.9461024026196	0	25.5361736863091	0	25.8044465667574	0	25.8072771300203	-0.698344133067207	0.547968340310813	-0.105904870927969	-0.472771583217601	0.260961841361664	0.509914983344784	0.547968340310813	0	0	3	3
Q07960			23.1316020334339	0	22.1221518257912	0	23.7193144474433	0	22.7184367177219	0	23.6516280960882	0	22.3181036395089	0	22.9435394599979	3.90163847905938	0.0135793443075198	1.11461746464778	0.4235687938133	1.80566613548226	0.00724067694658209	0.0135793443075198	0	0	3	3
Q08211			25.4799435390686	0	26.9024222236647	0	25.4101197965674	0	26.7438100645137	0	25.1315156870479	0	27.0435388306825	0	26.1185583569241	-11.2563583436778	0.00016619480954442	-1.55606403205897	-1.89045872172546	-1.22166934239249	2.09378993263233e-05	0.00016619480954442	0	0	3	3
Q08257			20.7702095538168	1	23.5102658069729	0	21.0409271388668	1	23.9773609878383	0	19.6261153969101	1	23.6930666138743	0	22.1029909163798	-7.77908129479548	0.000693105745148164	-3.24781377303059	-4.25929669534489	-2.23633085071628	0.000192947915768903	0.000693105745148164	3	0	3	3
Q08379			20.1535366330912	1	23.1341586830483	0	20.7744650181896	1	22.8452718108869	0	20.8988085498099	1	22.9834278681594	0	21.7982780938642	-8.09196196019377	0.000582157362218469	-2.37868272033468	-3.08975296122154	-1.66761247944781	0.000148503951918782	0.000582157362218469	3	0	3	3
Q08752			22.2420250316195	0	20.9825334682433	1	21.6501822682997	0	20.833015003854	1	21.9836018272641	0	19.7002264806682	1	21.2319306799915	3.40372345956542	0.0232126305897745	1.45334472480589	0.420402021711123	2.48628742790065	0.0133884702901794	0.0232126305897745	0	3	3	3
